Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25394825,WGS,297,16835275332,PRJNA997801,SAMN36690360,Metagenome or environmental,5942330676,UNIVERSIDAD DE LEON,2020-01-29,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133043,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 3 - Final_product - rind B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2494,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:09:00Z,1,MASTER_WP4_CSIC_2__P2494,SRP450983
SRR25394826,WGS,297,19740972934,PRJNA997801,SAMN36690359,Metagenome or environmental,7146675412,UNIVERSIDAD DE LEON,2020-01-29,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133042,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 3 - Final_product - core A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2493,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T14:05:00Z,1,MASTER_WP4_CSIC_2__P2493,SRP450983
SRR25394827,WGS,297,8405281865,PRJNA997801,SAMN36690358,Metagenome or environmental,2926877363,UNIVERSIDAD DE LEON,2020-01-29,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133041,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 3 - Final_product - rind A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2492,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:56:00Z,1,MASTER_WP4_CSIC_2__P2492,SRP450983
SRR25394828,WGS,284,5281143712,PRJNA997801,SAMN36690357,Metagenome or environmental,1906473827,UNIVERSIDAD DE LEON,2020-02-03,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133040,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 2 - Final_product - core B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2485,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:33:00Z,1,MASTER_WP4_CSIC_2__P2485,SRP450983
SRR25394829,WGS,289,3478180525,PRJNA997801,SAMN36690356,Metagenome or environmental,1244864698,UNIVERSIDAD DE LEON,2020-02-03,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133039,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 2 - Final_product - rind B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2484,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:55:00Z,1,MASTER_WP4_CSIC_2__P2484,SRP450983
SRR25394830,WGS,288,5918841695,PRJNA997801,SAMN36690355,Metagenome or environmental,2126645427,UNIVERSIDAD DE LEON,2020-02-03,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133038,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 2 - Final_product - core A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2483,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:37:00Z,1,MASTER_WP4_CSIC_2__P2483,SRP450983
SRR25394831,WGS,288,2817665290,PRJNA997801,SAMN36690354,Metagenome or environmental,1021910488,UNIVERSIDAD DE LEON,2020-02-03,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133037,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 2 - Final_product - rind A,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2482,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:54:00Z,1,MASTER_WP4_CSIC_2__P2482,SRP450983
SRR25394832,WGS,298,10591421986,PRJNA997801,SAMN36690353,Metagenome or environmental,3638698473,UNIVERSIDAD DE LEON,2020-02-27,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133036,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 1 - Final_product - rind B,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2199_73323,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:00:00Z,1,MASTER_WP4_CSIC_1__P2199_73323,SRP450983
SRR25394833,WGS,300,8479509323,PRJNA997801,SAMN36689912,Metagenome or environmental,2926537451,UNIVERSIDAD DE LEON,2020-06-11,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21133035,Spain,Europe,Spain: Villaviciosa,milk,Illumina NovaSeq 6000,Industry 25 - Raw_materials - Milk,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2241_73323,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:22:00Z,1,MASTER_WP4_CSIC_1__P2241_73323,SRP450983
SRR25394834,WGS,293,12018528014,PRJNA997801,SAMN36690352,Metagenome or environmental,4108175441,UNIVERSIDAD DE LEON,2020-02-27,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133034,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 1 - Final_product - core B,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2198_73323,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:30:00Z,1,MASTER_WP4_CSIC_1__P2198_73323,SRP450983
SRR25394835,WGS,299,7638402097,PRJNA997801,SAMN36690351,Metagenome or environmental,2628233376,UNIVERSIDAD DE LEON,2020-02-27,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21133033,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 1 - Final_product - rind A,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2197_73323,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:39:00Z,1,MASTER_WP4_CSIC_1__P2197_73323,SRP450983
SRR25394836,WGS,276,22839112640,PRJNA997801,SAMN36690350,Metagenome or environmental,7705563934,UNIVERSIDAD DE LEON,2020-02-27,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133032,Spain,Europe,Spain: Villaviciosa,cheese,Illumina NovaSeq 6000,Industry 1 - Final_product - core A,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2_200_75211,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:54:00Z,1,MASTER_WP4_CSIC_1__P2_200_75211,SRP450983
SRR25394837,WGS,290,20223152181,PRJNA997801,SAMN36690349,Metagenome or environmental,6599237724,UNIVERSIDAD DE LEON,2020-03-02,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21133031,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB16 - Intermediate_ripening - rind_defect C,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-16-M16,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:06:00Z,1,MASTER_WP4_FFoQSI_1__VB-16-M16,SRP450983
SRR25394838,WGS,287,18109664784,PRJNA997801,SAMN36690348,Metagenome or environmental,5801939422,UNIVERSIDAD DE LEON,2020-03-02,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133030,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB16 - Intermediate_ripening - rind C,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-16-M15,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:33:00Z,1,MASTER_WP4_FFoQSI_1__VB-16-M15,SRP450983
SRR25394839,WGS,289,11941902883,PRJNA997801,SAMN36690347,Metagenome or environmental,3841867282,UNIVERSIDAD DE LEON,2020-03-02,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133029,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB16 - Intermediate_ripening - rind_defect B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-16-M14,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:27:00Z,1,MASTER_WP4_FFoQSI_1__VB-16-M14,SRP450983
SRR25394840,WGS,290,17621436417,PRJNA997801,SAMN36690346,Metagenome or environmental,5606957799,UNIVERSIDAD DE LEON,2020-03-02,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133028,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB16 - Intermediate_ripening - rind B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-16-M13,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:53:00Z,1,MASTER_WP4_FFoQSI_1__VB-16-M13,SRP450983
SRR25394841,WGS,293,15141389193,PRJNA997801,SAMN36690345,Metagenome or environmental,4836963343,UNIVERSIDAD DE LEON,2020-03-02,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133027,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB16 - Intermediate_ripening - rind_defect A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-16-BD,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:50:00Z,1,MASTER_WP4_FFoQSI_1__VB-16-BD,SRP450983
SRR25394842,WGS,294,15299239838,PRJNA997801,SAMN36690344,Metagenome or environmental,4895733916,UNIVERSIDAD DE LEON,2020-03-02,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133026,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB16 - Intermediate_ripening - rind A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-16-AG,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:52:00Z,1,MASTER_WP4_FFoQSI_1__VB-16-AG,SRP450983
SRR25394843,WGS,292,13938691660,PRJNA997801,SAMN36690343,Metagenome or environmental,4438946027,UNIVERSIDAD DE LEON,2020-03-02,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21133025,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB15 - Intermediate_ripening - rind C,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-15-M9,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:01:00Z,1,MASTER_WP4_FFoQSI_1__VB-15-M9,SRP450983
SRR25394844,WGS,298,26071595621,PRJNA997801,SAMN36689911,Metagenome or environmental,8852160301,UNIVERSIDAD DE LEON,2020-02-18,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133024,Spain,Europe,Spain: Villaviciosa,whey,Illumina NovaSeq 6000,Industry 23 - Raw_materials - Whey,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P2162_73322,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:11:00Z,1,MASTER_WP4_CSIC_1__P2162_73322,SRP450983
SRR25394845,WGS,291,14702864163,PRJNA997801,SAMN36690342,Metagenome or environmental,4737269910,UNIVERSIDAD DE LEON,2020-03-02,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133023,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB15 - Intermediate_ripening - rind_defect C,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-15-M12,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:57:00Z,1,MASTER_WP4_FFoQSI_1__VB-15-M12,SRP450983
SRR25394846,WGS,289,57757469407,PRJNA997801,SAMN36690341,Metagenome or environmental,18297082292,UNIVERSIDAD DE LEON,2020-03-02,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133022,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB15 - Intermediate_ripening - rind B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-15-M11,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T14:21:00Z,1,MASTER_WP4_FFoQSI_1__VB-15-M11,SRP450983
SRR25394847,WGS,294,16723254956,PRJNA997801,SAMN36690340,Metagenome or environmental,5380520602,UNIVERSIDAD DE LEON,2020-03-02,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133021,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB15 - Intermediate_ripening - rind_defect B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-15-M10,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:48:00Z,1,MASTER_WP4_FFoQSI_1__VB-15-M10,SRP450983
SRR25394848,WGS,290,18250186929,PRJNA997801,SAMN36690339,Metagenome or environmental,5953301824,UNIVERSIDAD DE LEON,2020-03-02,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133020,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB15 - Intermediate_ripening - rind_defect A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__VB-15-BD,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:21:00Z,1,MASTER_WP4_FFoQSI_1__VB-15-BD,SRP450983
SRR25394849,WGS,297,5091463809,PRJNA997801,SAMN36689867,Metagenome or environmental,1790068579,UNIVERSIDAD DE LEON,2020-02-03,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133018,Spain,Europe,Spain: Villaviciosa,whey,Illumina NovaSeq 6000,Industry 2 - Raw_materials - Whey,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2477,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:16:00Z,1,MASTER_WP4_CSIC_2__P2477,SRP450983
SRR25394850,WGS,291,15846614797,PRJNA997801,SAMN36690262,Metagenome or environmental,5384384131,UNIVERSIDAD DE LEON,2020-03-02,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133017,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB11 - Before_ripening - core A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB11-23,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T14:33:00Z,1,MASTER_WP4_FFoQSI_2__VB11-23,SRP450983
SRR25394851,WGS,292,12675060343,PRJNA997801,SAMN36690261,Metagenome or environmental,4356398311,UNIVERSIDAD DE LEON,2020-03-02,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21133016,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB10 - Before_ripening - rind A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB10-26,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T14:05:00Z,1,MASTER_WP4_FFoQSI_2__VB10-26,SRP450983
SRR25394852,WGS,290,471047,PRJNA997801,SAMN36690260,Metagenome or environmental,255437,UNIVERSIDAD DE LEON,2020-03-02,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133015,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB10 - Before_ripening - Final_product,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB10-25,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T10:58:00Z,1,MASTER_WP4_FFoQSI_2__VB10-25,SRP450983
SRR25394853,WGS,297,13199422137,PRJNA997801,SAMN36690259,Metagenome or environmental,4677554870,UNIVERSIDAD DE LEON,2020-03-02,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133014,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB10 - Before_ripening - core B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB10-24,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T14:40:00Z,1,MASTER_WP4_FFoQSI_3__VB10-24,SRP450983
SRR25394854,WGS,291,7581280478,PRJNA997801,SAMN36690258,Metagenome or environmental,2563780935,UNIVERSIDAD DE LEON,2020-03-02,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133013,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB10 - Before_ripening - core A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB10-23,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:55:00Z,1,MASTER_WP4_FFoQSI_2__VB10-23,SRP450983
SRR25394855,WGS,297,9130016430,PRJNA997801,SAMN36690257,Metagenome or environmental,3229200798,UNIVERSIDAD DE LEON,2020-02-27,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133012,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB09 - Before_ripening - rind B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB09-26,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:29:00Z,1,MASTER_WP4_FFoQSI_3__VB09-26,SRP450983
SRR25394856,WGS,297,14493028927,PRJNA997801,SAMN36690256,Metagenome or environmental,5010050061,UNIVERSIDAD DE LEON,2020-02-27,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133011,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB09 - Before_ripening - rind A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB09-25,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T12:49:00Z,1,MASTER_WP4_FFoQSI_3__VB09-25,SRP450983
SRR25394857,WGS,297,8716904169,PRJNA997801,SAMN36690255,Metagenome or environmental,3112192643,UNIVERSIDAD DE LEON,2020-02-27,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21133010,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB09 - Before_ripening - core B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB09-24,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T14:18:00Z,1,MASTER_WP4_FFoQSI_3__VB09-24,SRP450983
SRR25394858,WGS,295,17357966882,PRJNA997801,SAMN36690254,Metagenome or environmental,6358510319,UNIVERSIDAD DE LEON,2020-02-27,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21133009,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB09 - Before_ripening - core A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB09-23,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:20:00Z,1,MASTER_WP4_FFoQSI_3__VB09-23,SRP450983
SRR25394859,WGS,292,21803972316,PRJNA997801,SAMN36690253,Metagenome or environmental,7384202380,UNIVERSIDAD DE LEON,2020-02-26,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133008,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB08 - Before_ripening - rind B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB08-26,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:22:00Z,1,MASTER_WP4_FFoQSI_2__VB08-26,SRP450983
SRR25394860,WGS,297,5465196994,PRJNA997801,SAMN36689902,Metagenome or environmental,1933257979,UNIVERSIDAD DE LEON,2020-06-25,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133007,Spain,Europe,Spain: Villaviciosa,whey,Illumina NovaSeq 6000,Industry 19 - Raw_materials - Whey,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2593,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:05:00Z,1,MASTER_WP4_CSIC_2__P2593,SRP450983
SRR25394861,WGS,291,8113046492,PRJNA997801,SAMN36690252,Metagenome or environmental,2731691039,UNIVERSIDAD DE LEON,2020-02-26,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133006,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB08 - Before_ripening - rind A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB08-25,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:10:00Z,1,MASTER_WP4_FFoQSI_2__VB08-25,SRP450983
SRR25394862,WGS,291,15408719104,PRJNA997801,SAMN36690251,Metagenome or environmental,5236796384,UNIVERSIDAD DE LEON,2020-02-26,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133005,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB08 - Before_ripening - core B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB08-24,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T14:51:00Z,1,MASTER_WP4_FFoQSI_2__VB08-24,SRP450983
SRR25394863,WGS,292,46294031710,PRJNA997801,SAMN36690250,Metagenome or environmental,15526612310,UNIVERSIDAD DE LEON,2020-02-26,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21133004,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB08 - Before_ripening - core A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB08-23,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T19:15:00Z,1,MASTER_WP4_FFoQSI_2__VB08-23,SRP450983
SRR25394864,WGS,298,9332265520,PRJNA997801,SAMN36690249,Metagenome or environmental,3198569075,UNIVERSIDAD DE LEON,2020-02-27,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21133003,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB07 - Before_ripening - rind B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB07-26,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T13:20:00Z,1,MASTER_WP4_FFoQSI_3__VB07-26,SRP450983
SRR25394865,WGS,298,4888190078,PRJNA997801,SAMN36690248,Metagenome or environmental,1679413152,UNIVERSIDAD DE LEON,2020-02-27,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21133002,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB07 - Before_ripening - rind A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB07-25,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T11:58:00Z,1,MASTER_WP4_FFoQSI_3__VB07-25,SRP450983
SRR25394866,WGS,298,14360670509,PRJNA997801,SAMN36690247,Metagenome or environmental,5100761910,UNIVERSIDAD DE LEON,2020-02-27,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX21133001,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB07 - Before_ripening - core B,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB07-24,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T14:31:00Z,1,MASTER_WP4_FFoQSI_3__VB07-24,SRP450983
SRR25394867,WGS,298,17776282993,PRJNA997801,SAMN36690246,Metagenome or environmental,6139933299,UNIVERSIDAD DE LEON,2020-02-27,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21133000,Austria,Europe,Austria: Vienna,cheese,Illumina NovaSeq 6000,Industry VB07 - Before_ripening - core A,48.32 N 16.06 E,MASTER_WP4_FFoQSI_3__VB07-23,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:12:00Z,1,MASTER_WP4_FFoQSI_3__VB07-23,SRP450983
