Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_broad_scale	env_local_scale	env_medium	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	isol_growth_condt	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	num_replicons	Organism	Platform	ref_biomaterial	ReleaseDate	create_date	version	Sample Name	SRA Study	strain	Cheese	batch	Depth	elev	week
SRR16955662	AMPLICON	302	13290718	PRJNA778418	SAMN23169432	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4385186	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-03-31	public	run.zq,fastq,sra	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147282	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_2_5_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_2_5_CheeseC	SRP346349		cheese_C	2.0	na	193.0	9.0
SRR16955663	AMPLICON	302	14295170	PRJNA778418	SAMN23169431	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4549977	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-25	public	fastq,sra,run.zq	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147281	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_2_4_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_2_4_CheeseC	SRP346349		cheese_C	2.0	na	193.0	4.0
SRR16955664	AMPLICON	302	15235900	PRJNA778418	SAMN23169430	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4889051	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-20	public	run.zq,sra,fastq	s3,ncbi,gs	gs.us-east1,ncbi.public,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147280	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_2_3_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_2_3_CheeseC	SRP346349		cheese_C	2.0	na	193.0	3.0
SRR16955665	AMPLICON	302	13185924	PRJNA778418	SAMN23169429	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4251553	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-11	public	fastq,sra,run.zq	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147279	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_2_2_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_2_2_CheeseC	SRP346349		cheese_C	2.0	na	193.0	2.0
SRR16955666	AMPLICON	302	13416048	PRJNA778418	SAMN23169428	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4281440	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-04	public	fastq,sra,run.zq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147278	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_2_1_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_2_1_CheeseC	SRP346349		cheese_C	2.0	na	193.0	1.0
SRR16955667	AMPLICON	302	14632806	PRJNA778418	SAMN23169427	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4681740	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-04-21	public	sra,fastq,run.zq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147277	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_1_6_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_1_6_CheeseC	SRP346349		cheese_C	1.0	na	193.0	13.0
SRR16955668	AMPLICON	302	12420052	PRJNA778418	SAMN23169426	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4082242	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-03-24	public	run.zq,fastq,sra	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147276	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_1_5_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_1_5_CheeseC	SRP346349		cheese_C	1.0	na	193.0	9.0
SRR16955669	AMPLICON	302	14917592	PRJNA778418	SAMN23169390	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4708936	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-03-24	public	fastq,run.zq,sra	ncbi,s3,gs	gs.us-east1,ncbi.public,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147275	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	O_1_5_CheeseA_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	O_1_5_CheeseA	SRP346349		cheese_A	1.0	na	193.0	9.0
SRR16955670	AMPLICON	302	13632582	PRJNA778418	SAMN23169425	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4364090	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-20	public	run.zq,sra,fastq	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147274	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_1_4_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_1_4_CheeseC	SRP346349		cheese_C	1.0	na	193.0	4.0
SRR16955671	AMPLICON	302	15649036	PRJNA778418	SAMN23169424	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4970819	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-11	public	run.zq,sra,fastq	ncbi,s3,gs	gs.us-east1,s3.us-east-1,ncbi.public	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147273	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_1_3_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_1_3_CheeseC	SRP346349		cheese_C	1.0	na	193.0	3.0
SRR16955672	AMPLICON	302	13311556	PRJNA778418	SAMN23169423	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4291631	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-04	public	sra,run.zq,fastq	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147272	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_1_2_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_1_2_CheeseC	SRP346349		cheese_C	1.0	na	193.0	2.0
SRR16955673	AMPLICON	302	14837260	PRJNA778418	SAMN23169422	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4712917	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-01-29	public	sra,fastq,run.zq	ncbi,s3,gs	ncbi.public,gs.us-east1,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147271	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	We_1_1_CheeseC_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	We_1_1_CheeseC	SRP346349		cheese_C	1.0	na	193.0	1.0
SRR16955674	AMPLICON	302	13895926	PRJNA778418	SAMN23169421	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4380393	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-05-05	public	sra,fastq,run.zq	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147270	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_3_6_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	Wy_3_6_CheeseB	SRP346349		cheese_B	3.0	na	193.0	13.0
SRR16955675	AMPLICON	302	12726884	PRJNA778418	SAMN23169420	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4068919	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-04-07	public	fastq,run.zq,sra	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147269	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_3_5_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	Wy_3_5_CheeseB	SRP346349		cheese_B	3.0	na	193.0	9.0
SRR16955676	AMPLICON	302	14157458	PRJNA778418	SAMN23169419	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4542241	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-03-03	public	run.zq,fastq,sra	s3,ncbi,gs	s3.us-east-1,gs.us-east1,ncbi.public	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147268	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_3_4_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	Wy_3_4_CheeseB	SRP346349		cheese_B	3.0	na	193.0	4.0
SRR16955677	AMPLICON	302	14776860	PRJNA778418	SAMN23169418	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4712322	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-25	public	sra,run.zq,fastq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147267	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_3_3_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	Wy_3_3_CheeseB	SRP346349		cheese_B	3.0	na	193.0	3.0
SRR16955678	AMPLICON	302	14259534	PRJNA778418	SAMN23169417	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4566097	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-20	public	run.zq,fastq,sra	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147266	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_3_2_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:40:00Z	1	Wy_3_2_CheeseB	SRP346349		cheese_B	3.0	na	193.0	2.0
SRR16955679	AMPLICON	302	13674258	PRJNA778418	SAMN23169416	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4308814	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-11	public	run.zq,fastq,sra	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147265	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_3_1_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_3_1_CheeseB	SRP346349		cheese_B	3.0	na	193.0	1.0
SRR16955680	AMPLICON	302	13676976	PRJNA778418	SAMN23169389	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4370702	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-20	public	sra,fastq,run.zq	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147264	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	O_1_4_CheeseA_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	O_1_4_CheeseA	SRP346349		cheese_A	1.0	na	193.0	4.0
SRR16955681	AMPLICON	302	12486190	PRJNA778418	SAMN23169415	MIMS.me,MIGS/MIMS/MIMARKS.microbial	3959240	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-04-28	public	sra,fastq,run.zq	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147263	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_2_6_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_2_6_CheeseB	SRP346349		cheese_B	2.0	na	193.0	13.0
SRR16955682	AMPLICON	302	11700688	PRJNA778418	SAMN23169414	MIMS.me,MIGS/MIMS/MIMARKS.microbial	3716442	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-03-31	public	run.zq,fastq,sra	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147262	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_2_5_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_2_5_CheeseB	SRP346349		cheese_B	2.0	na	193.0	9.0
SRR16955683	AMPLICON	302	14361610	PRJNA778418	SAMN23169413	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4533162	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-25	public	sra,run.zq,fastq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147261	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_2_4_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_2_4_CheeseB	SRP346349		cheese_B	2.0	na	193.0	4.0
SRR16955684	AMPLICON	302	15254322	PRJNA778418	SAMN23169412	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4863416	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-20	public	sra,fastq,run.zq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147260	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_2_3_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_2_3_CheeseB	SRP346349		cheese_B	2.0	na	193.0	3.0
SRR16955685	AMPLICON	302	14413856	PRJNA778418	SAMN23169411	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4705836	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-11	public	run.zq,fastq,sra	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147259	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_2_2_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_2_2_CheeseB	SRP346349		cheese_B	2.0	na	193.0	2.0
SRR16955686	AMPLICON	302	12961538	PRJNA778418	SAMN23169410	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4109483	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-04	public	run.zq,sra,fastq	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147258	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_2_1_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_2_1_CheeseB	SRP346349		cheese_B	2.0	na	193.0	1.0
SRR16955687	AMPLICON	302	15186372	PRJNA778418	SAMN23169409	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4792023	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-04-21	public	fastq,run.zq,sra	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147257	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_1_6_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_1_6_CheeseB	SRP346349		cheese_B	1.0	na	193.0	13.0
SRR16955688	AMPLICON	302	17326042	PRJNA778418	SAMN23169408	MIMS.me,MIGS/MIMS/MIMARKS.microbial	5448373	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-03-24	public	sra,fastq,run.zq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147256	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_1_5_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_1_5_CheeseB	SRP346349		cheese_B	1.0	na	193.0	9.0
SRR16955689	AMPLICON	302	15823894	PRJNA778418	SAMN23169407	MIMS.me,MIGS/MIMS/MIMARKS.microbial	5046732	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-20	public	run.zq,sra,fastq	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147255	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_1_4_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_1_4_CheeseB	SRP346349		cheese_B	1.0	na	193.0	4.0
SRR16955690	AMPLICON	302	11761390	PRJNA778418	SAMN23169406	MIMS.me,MIGS/MIMS/MIMARKS.microbial	3734029	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-11	public	fastq,run.zq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147254	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_1_3_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_1_3_CheeseB	SRP346349		cheese_B	1.0	na	193.0	3.0
SRR16955691	AMPLICON	302	14726426	PRJNA778418	SAMN23169388	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4703824	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-11	public	fastq,run.zq,sra	ncbi,gs,s3	s3.us-east-1,ncbi.public,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147253	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	O_1_3_CheeseA_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	O_1_3_CheeseA	SRP346349		cheese_A	1.0	na	193.0	3.0
SRR16955692	AMPLICON	302	13928240	PRJNA778418	SAMN23169405	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4510896	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-04	public	run.zq,sra,fastq	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147252	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_1_2_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_1_2_CheeseB	SRP346349		cheese_B	1.0	na	193.0	2.0
SRR16955693	AMPLICON	302	13979580	PRJNA778418	SAMN23169404	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4448697	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-01-29	public	fastq,sra,run.zq	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147251	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	Wy_1_1_CheeseB_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	Wy_1_1_CheeseB	SRP346349		cheese_B	1.0	na	193.0	1.0
SRR16955694	AMPLICON	302	13999814	PRJNA778418	SAMN23169403	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4425373	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-05-05	public	run.zq,sra,fastq	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147250	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	O_3_6_CheeseA_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	O_3_6_CheeseA	SRP346349		cheese_A	3.0	na	193.0	13.0
SRR16955695	AMPLICON	302	12249422	PRJNA778418	SAMN23169402	MIMS.me,MIGS/MIMS/MIMARKS.microbial	3875047	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-04-07	public	fastq,sra,run.zq	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147249	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	O_3_5_CheeseA_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	O_3_5_CheeseA	SRP346349		cheese_A	3.0	na	193.0	9.0
SRR16955696	AMPLICON	302	11997856	PRJNA778418	SAMN23169401	MIMS.me,MIGS/MIMS/MIMARKS.microbial	3835041	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-03-03	public	fastq,sra,run.zq	s3,ncbi,gs	s3.us-east-1,gs.us-east1,ncbi.public	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147248	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	O_3_4_CheeseA_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	O_3_4_CheeseA	SRP346349		cheese_A	3.0	na	193.0	4.0
SRR16955697	AMPLICON	302	14261950	PRJNA778418	SAMN23169400	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4539252	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-25	public	sra,fastq,run.zq	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147247	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	O_3_3_CheeseA_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	O_3_3_CheeseA	SRP346349		cheese_A	3.0	na	193.0	3.0
SRR16955698	AMPLICON	302	12935868	PRJNA778418	SAMN23169399	MIMS.me,MIGS/MIMS/MIMARKS.microbial	4117049	UNIVERSITY OF CALIFORNIA SAN DIEGO	2020-02-20	public	fastq,run.zq,sra	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	anthropogenic environmental material[ENVO:0010001]	cheese product[ENVO:00002189]	cheese rind biofilm	SRX13147246	USA	North America	USA	Illumina iSeq 100		44.587655 N 72.268324 W	O_3_2_CheeseA_16S_Amplicon	PAIRED	PCR	METAGENOMIC		food fermentation metagenome	ILLUMINA		2022-11-01T00:00:00Z	2021-11-16T10:41:00Z	1	O_3_2_CheeseA	SRP346349		cheese_A	3.0	na	193.0	2.0
