Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,grain.base.bleached.wheat,grain.base.rye,grain.base.unbleached,grain.base.whole.wheat,host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample.identifier.original,Sample Name,Seasnlty,SRA Study,temp
SRR10450515,AMPLICON,302,7628822,PRJNA589612,SAMN13285434,Metagenome or environmental,5296433,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144953,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_64,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:43:00Z,1,64,S_64,7117,SRP230115,74
SRR10450516,AMPLICON,302,5099270,PRJNA589612,SAMN13285433,Metagenome or environmental,3532709,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144952,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_63,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:43:00Z,1,63,S_63,2961,SRP230115,178
SRR10450517,AMPLICON,302,4872770,PRJNA589612,SAMN13285019,Metagenome or environmental,3383841,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144951,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_145,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:43:00Z,1,145,S_145,2355,SRP230115,138
SRR10450518,AMPLICON,302,5355064,PRJNA589612,SAMN13285432,Metagenome or environmental,3704630,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144950,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_62,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:43:00Z,1,62,S_62,7658,SRP230115,148
SRR10450519,AMPLICON,302,8747128,PRJNA589612,SAMN13285431,Metagenome or environmental,6107858,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144949,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_61,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:43:00Z,1,61,S_61,4123,SRP230115,148
SRR10450520,AMPLICON,302,7483862,PRJNA589612,SAMN13285430,Metagenome or environmental,5194200,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144948,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_60,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:43:00Z,1,60,S_60,2961,SRP230115,178
SRR10450521,AMPLICON,302,6958080,PRJNA589612,SAMN13285429,Metagenome or environmental,4831414,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144947,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_6,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,6,S_6,7468,SRP230115,116
SRR10450522,AMPLICON,302,3041140,PRJNA589612,SAMN13285428,Metagenome or environmental,2151982,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144946,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_59,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:43:00Z,1,59,S_59,8698,SRP230115,120
SRR10450523,AMPLICON,302,4903272,PRJNA589612,SAMN13285427,Metagenome or environmental,3462672,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144945,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_58,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:43:00Z,1,58,S_58,9474,SRP230115,72
SRR10450524,AMPLICON,302,7285750,PRJNA589612,SAMN13285426,Metagenome or environmental,5004837,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144944,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_57,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,57,S_57,7897,SRP230115,140
SRR10450525,AMPLICON,302,7553624,PRJNA589612,SAMN13285425,Metagenome or environmental,5149938,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144943,Canada,North America,Canada,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_560,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,560,S_560,11055,SRP230115,-11
SRR10450526,AMPLICON,302,10222700,PRJNA589612,SAMN13285424,Metagenome or environmental,7007452,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144942,Canada,North America,Canada,0,1,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_56,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,56,S_56,5581,SRP230115,80
SRR10450527,AMPLICON,302,5382848,PRJNA589612,SAMN13285423,Metagenome or environmental,3781863,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144941,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_558,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,558,S_558,3925,SRP230115,146
SRR10450528,AMPLICON,302,4535738,PRJNA589612,SAMN13285018,Metagenome or environmental,3186844,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144940,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_144,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,144,S_144,4457,SRP230115,165
SRR10450529,AMPLICON,302,7214780,PRJNA589612,SAMN13285422,Metagenome or environmental,5008574,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144939,Australia,Oceania,Australia,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_557,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,557,S_557,4209,SRP230115,119
SRR10450530,AMPLICON,302,7483258,PRJNA589612,SAMN13285325,Metagenome or environmental,5250181,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144937,USA,North America,USA,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_46,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,46,S_46,3909,SRP230115,100
SRR10450531,AMPLICON,302,1853676,PRJNA589612,SAMN13285324,Metagenome or environmental,1325648,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144936,Australia,Oceania,Australia,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_459,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:43:00Z,1,459,S_459,4024,SRP230115,143
SRR10450532,AMPLICON,302,2725852,PRJNA589612,SAMN13285323,Metagenome or environmental,1946629,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144935,Netherlands,Europe,Netherlands,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_458,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,458,S_458,5270,SRP230115,92
SRR10450533,AMPLICON,302,5715652,PRJNA589612,SAMN13285008,Metagenome or environmental,3999545,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144934,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_135,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,135,S_135,11212,SRP230115,66
SRR10450534,AMPLICON,302,2641594,PRJNA589612,SAMN13285322,Metagenome or environmental,1852668,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144933,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_457,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,457,S_457,8309,SRP230115,66
SRR10450535,AMPLICON,302,4573790,PRJNA589612,SAMN13285321,Metagenome or environmental,3220640,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144932,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_455,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,455,S_455,6316,SRP230115,153
SRR10450536,AMPLICON,302,3975226,PRJNA589612,SAMN13285320,Metagenome or environmental,2794510,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144931,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_453,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,453,S_453,7912,SRP230115,183
SRR10450537,AMPLICON,302,6482732,PRJNA589612,SAMN13285319,Metagenome or environmental,4554717,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144930,USA,North America,USA,0,0,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_452,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,452,S_452,6409,SRP230115,159
SRR10450538,AMPLICON,302,4237664,PRJNA589612,SAMN13285318,Metagenome or environmental,2965015,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144929,USA,North America,USA,0,1,1,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_451,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,451,S_451,8752,SRP230115,105
SRR10450539,AMPLICON,302,4716032,PRJNA589612,SAMN13285317,Metagenome or environmental,3299953,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144928,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_450,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,450,S_450,9500,SRP230115,107
SRR10450540,AMPLICON,302,4407690,PRJNA589612,SAMN13285316,Metagenome or environmental,3048095,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144927,Canada,North America,Canada,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_449,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,449,S_449,10628,SRP230115,60
SRR10450541,AMPLICON,302,3260694,PRJNA589612,SAMN13285315,Metagenome or environmental,2311772,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144926,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_448,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,448,S_448,7289,SRP230115,177
SRR10450542,AMPLICON,302,3090668,PRJNA589612,SAMN13285314,Metagenome or environmental,2182664,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144925,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_447,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,447,S_447,5140,SRP230115,110
SRR10450543,AMPLICON,302,3627020,PRJNA589612,SAMN13285313,Metagenome or environmental,2533158,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144924,USA,North America,USA,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_446,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,446,S_446,2568,SRP230115,132
SRR10450544,AMPLICON,302,5714142,PRJNA589612,SAMN13285007,Metagenome or environmental,3876690,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144923,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_134,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,134,S_134,7428,SRP230115,66
SRR10450545,AMPLICON,302,3270358,PRJNA589612,SAMN13285312,Metagenome or environmental,2295074,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144922,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_444,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,444,S_444,3106,SRP230115,170
SRR10450546,AMPLICON,302,3449142,PRJNA589612,SAMN13285311,Metagenome or environmental,2434151,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144921,USA,North America,USA,NA,NA,NA,NA,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_443,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,443,S_443,10538,SRP230115,77
SRR10450547,AMPLICON,302,3586552,PRJNA589612,SAMN13285310,Metagenome or environmental,2569296,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144920,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_442,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,442,S_442,9019,SRP230115,77
SRR10450548,AMPLICON,302,3498670,PRJNA589612,SAMN13285309,Metagenome or environmental,2487309,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144919,USA,North America,USA,0,1,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_441,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,441,S_441,8722,SRP230115,133
SRR10450549,AMPLICON,302,2509016,PRJNA589612,SAMN13285308,Metagenome or environmental,1796280,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144918,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_440,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,440,S_440,8317,SRP230115,132
SRR10450550,AMPLICON,302,6756646,PRJNA589612,SAMN13285307,Metagenome or environmental,4585182,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144917,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_44,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,44,S_44,9008,SRP230115,103
SRR10450551,AMPLICON,302,2674512,PRJNA589612,SAMN13285306,Metagenome or environmental,1907442,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144916,USA,North America,USA,0,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_438,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,438,S_438,3587,SRP230115,105
SRR10450552,AMPLICON,302,1622042,PRJNA589612,SAMN13285305,Metagenome or environmental,1180987,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144915,USA,North America,USA,1,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_437,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,437,S_437,8231,SRP230115,135
SRR10450553,AMPLICON,302,3986098,PRJNA589612,SAMN13285304,Metagenome or environmental,2804773,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144914,Italy,Europe,Italy,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_436,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,436,S_436,6413,SRP230115,132
SRR10450554,AMPLICON,302,4485002,PRJNA589612,SAMN13285303,Metagenome or environmental,3100431,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144913,USA,North America,USA,1,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_435,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,435,S_435,2927,SRP230115,156
SRR10450555,AMPLICON,302,5622938,PRJNA589612,SAMN13285006,Metagenome or environmental,3947333,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144912,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_131,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,131,S_131,6966,SRP230115,73
SRR10450556,AMPLICON,302,3997574,PRJNA589612,SAMN13285302,Metagenome or environmental,2831265,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144911,USA,North America,USA,0,0,0,1,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_434,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,434,S_434,7690,SRP230115,146
SRR10450557,AMPLICON,302,2187084,PRJNA589612,SAMN13285301,Metagenome or environmental,1531343,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144910,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_433,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,433,S_433,4528,SRP230115,102
SRR10450558,AMPLICON,302,6388508,PRJNA589612,SAMN13285300,Metagenome or environmental,4427191,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144909,USA,North America,USA,0,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_432,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,432,S_432,9891,SRP230115,98
SRR10450559,AMPLICON,302,6711648,PRJNA589612,SAMN13285299,Metagenome or environmental,4670766,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144908,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_431,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,431,S_431,5884,SRP230115,159
SRR10450560,AMPLICON,302,6542226,PRJNA589612,SAMN13285298,Metagenome or environmental,4596303,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144907,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_430,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,430,S_430,8464,SRP230115,98
SRR10450561,AMPLICON,302,8719948,PRJNA589612,SAMN13285297,Metagenome or environmental,6039192,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144906,USA,North America,USA,1,1,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_43,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,43,S_43,5336,SRP230115,115
SRR10450562,AMPLICON,302,4897534,PRJNA589612,SAMN13285296,Metagenome or environmental,3447466,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144905,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_429,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,429,S_429,7519,SRP230115,208
SRR10450563,AMPLICON,302,3857446,PRJNA589612,SAMN13285295,Metagenome or environmental,2667221,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144904,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_428,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,428,S_428,9008,SRP230115,71
SRR10450564,AMPLICON,302,4065222,PRJNA589612,SAMN13285294,Metagenome or environmental,2865330,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144903,USA,North America,USA,1,0,0,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_425,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,425,S_425,8698,SRP230115,120
SRR10450565,AMPLICON,302,4065222,PRJNA589612,SAMN13285293,Metagenome or environmental,2872781,UNIVERSITY OF COLORADO AT BOULDER,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX7144902,USA,North America,USA,0,0,1,0,sourdough,Illumina MiSeq,kitchens,not applicable,16S_S_424,PAIRED,PCR,GENOMIC,food metagenome,ILLUMINA,2020-11-01T00:00:00Z,2019-11-15T13:44:00Z,1,424,S_424,8259,SRP230115,74
