mag_id,sample_description,fermented_food,specific_substrate,substrate_category,general_category,completeness,contamination,contigs,total_length,gc,n50,domain,phylum,class,order,family,genus,species,study_catalog,source,dataset_name,sample_id,split,macrocategory,category,type,subtype,country,sample_accession,run_accession,study_accession,project_accession,database_origin,Reference
MASTER_WP4_FFoQSI_3__VB14-22__bin.12,cheese_brine,cheese,milk,dairy,fermented_dairy,98.08558559,1.833976834,157,2929388,67.13,32483,Bacteria,Actinobacteria,CFGB10515,OFGB10515,FGB10515,GGB48227,GGB48227_SGB66234,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.44,cheese_brine,cheese,milk,dairy,fermented_dairy,51.72413793,1.724137931,68,687972,36.01,19528,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_SGB69402,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.49,cheese_brine,cheese,milk,dairy,fermented_dairy,62.93103448,0.0,407,1777352,64.33,5086,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas_jeotgali,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.23,cheese_brine,cheese,milk,dairy,fermented_dairy,94.20380079,1.544888598,536,2627551,71.85,6194,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia_halophila,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.50,cheese_brine,cheese,milk,dairy,fermented_dairy,98.13218391,0.766283525,150,2451936,43.53,23585,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus_SGB96907,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.27,cheese_brine,cheese,milk,dairy,fermented_dairy,78.71286588,4.079292267,286,2156262,55.85,11054,Bacteria,Actinobacteria,CFGB22532,OFGB22532,FGB22532,GGB42949,GGB42949_SGB60172,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.39,cheese_brine,cheese,milk,dairy,fermented_dairy,67.97410192,4.678362573,701,3224013,70.0,6361,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium_SGB87477,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.29,cheese_brine,cheese,milk,dairy,fermented_dairy,82.57198228,0.639534884,278,2622284,68.96,13095,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium_yomogidense,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.62,cheese_brine,cheese,milk,dairy,fermented_dairy,94.7761031,2.47051114,447,3196146,64.42,10140,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter_rhombi,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.46,cheese_brine,cheese,milk,dairy,fermented_dairy,94.67889908,4.816513761,307,2518414,65.55,12897,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Garicola,Garicola_SGB98753,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.56,cheese_brine,cheese,milk,dairy,fermented_dairy,76.72413793,2.586206897,303,1736291,46.49,6807,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina_SGB99727,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.43,cheese_brine,cheese,milk,dairy,fermented_dairy,86.96447231,3.256704981,319,1634618,41.03,5994,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus_psychrophilus,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.24,cheese_brine,cheese,milk,dairy,fermented_dairy,70.18919969,1.053391053,813,2407112,68.01,3203,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_haeundaensis,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.41,cheese_brine,cheese,milk,dairy,fermented_dairy,74.31167733,3.954691142,423,2119969,43.76,6010,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodothalassiales,Rhodothalassiaceae,GGB72446,GGB72446_SGB99644,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.20,cheese_brine,cheese,milk,dairy,fermented_dairy,90.84807925,3.631676809,360,2856519,61.29,10832,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Halospina,Halospina_SGB99376,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.47,cheese_brine,cheese,milk,dairy,fermented_dairy,84.35357579,3.103448276,411,2671822,55.57,8642,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas_SGB99192,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.35,cheese_brine,cheese,milk,dairy,fermented_dairy,98.63438645,1.129426129,75,3061425,44.5,68343,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter_SGB100008,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_FFoQSI_3__VB14-22__bin.17,cheese_brine,cheese,milk,dairy,fermented_dairy,90.46476762,1.086956522,77,1940277,30.51,33321,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium_SGB100441,Carlino2024,MASTER_WP4_FFoQSI_3__VB14-22,MASTER_WP4_FFoQSI_3,VB14-22,Carlino2024,,,,,Austria,SAMN36690038,SRR25394931,SRP450983,PRJNA997801,,"Carlino, N., Blanco-Míguez, A., Punčochář, M., Mengoni, C., Pinto, F., Tatti, A., Manghi, P., Armanini, F., Avagliano, M., Barcenilla, C., Breselge, S., Cabrera-Rubio, R., Calvete-Torre, I., Coakley, M., Cobo-Díaz, J. F., De Filippis, F., Dey, H., Leech, J., Klaassens, E. S., Knobloch, S., O’Neil, D., Quijada, N. M., Sabater, C., Skírnisdóttir, S., Valentino, V., Walsh, L., MASTER EU Consortium, Asnicar, F., Fackelmann, G., Heidrich, V., Rota Stabelli, O., Pasolli, E., Arendt, E., Rubino, F., Cotter, P. D., Ruiz, L., Ercolini, D., Morrison, S., Marchart, J., Sessitsch, A., and Zannini, E. (2024). A pan-European study of the human gut microbiome reveals links with diet, health, and lifestyle. Cell, 187(13), 5795–5816.e15. https://doi.org/10.1016/j.cell.2024.05.028"
MASTER_WP4_TEAGASC_1__TGS01-22__bin.34,cheese_brine,cheese,milk,dairy,fermented_dairy,95.22602778,2.830188679,255,2104595,35.5,11526,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_cremoris,Carlino2024,MASTER_WP4_TEAGASC_1__TGS01-22,MASTER_WP4_TEAGASC_1,TGS01-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.10,cheese_brine,cheese,milk,dairy,fermented_dairy,98.41269841,0.0,82,1651536,39.37,33510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc_pseudomesenteroides,Carlino2024,MASTER_WP4_TEAGASC_1__TGS01-22,MASTER_WP4_TEAGASC_1,TGS01-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.1,cheese_brine,cheese,milk,dairy,fermented_dairy,53.7037037,0.154320988,42,1405867,38.67,57896,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus_parvulus,Carlino2024,MASTER_WP4_TEAGASC_1__TGS01-22,MASTER_WP4_TEAGASC_1,TGS01-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.6,cheese_brine,cheese,milk,dairy,fermented_dairy,96.53679654,0.336700337,41,2719552,46.98,119528,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina_SGB60414,Carlino2024,MASTER_WP4_TEAGASC_1__TGS01-22,MASTER_WP4_TEAGASC_1,TGS01-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.24,cheese_brine,cheese,milk,dairy,fermented_dairy,98.41329592,0.686813187,112,3088518,43.06,40957,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter_aquimaris,Carlino2024,MASTER_WP4_TEAGASC_1__TGS01-22,MASTER_WP4_TEAGASC_1,TGS01-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.26,cheese_brine,cheese,milk,dairy,fermented_dairy,69.73536503,2.756653992,433,1723215,37.06,4719,Bacteria,Bacteroidetes,CFGB2126,OFGB2126,FGB2126,GGB71372,GGB71372_SGB97753,Carlino2024,MASTER_WP4_TEAGASC_1__TGS01-22,MASTER_WP4_TEAGASC_1,TGS01-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.19,cheese_brine,cheese,milk,dairy,fermented_dairy,90.57820481,4.74877451,391,2553850,61.55,8710,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas_subglaciescola,Carlino2024,MASTER_WP4_TEAGASC_1__TGS01-22,MASTER_WP4_TEAGASC_1,TGS01-22,Carlino2024,,,,,,,,,,,
MASTER_WP4_TEAGASC_1__TGS01-22__bin.37,cheese_brine,cheese,milk,dairy,fermented_dairy,68.96551724,0.0,59,1669372,62.19,52502,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium_antiquum,Carlino2024,MASTER_WP4_TEAGASC_1__TGS01-22,MASTER_WP4_TEAGASC_1,TGS01-22,Carlino2024,,,,,,,,,,,
