Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25399974,WGS,294,9580672525,PRJNA997821,SAMN36691453,Metagenome or environmental,3271095441,UNIVERSIDAD DE LEON,2020-02-17,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136234,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q07 - Non_food_contact - Processing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q07-01,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:44:00Z,1,AlvarezOrdonezA_xxxx__Q07-01,SRP451052
SRR25399975,WGS,297,8402471957,PRJNA997821,SAMN36691452,Metagenome or environmental,2908357240,UNIVERSIDAD DE LEON,2020-02-11,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136233,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q06 - Non_food_contact - Packing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q06-09,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:19:00Z,1,AlvarezOrdonezA_xxxx__Q06-09,SRP451052
SRR25399976,WGS,295,7310445162,PRJNA997821,SAMN36691451,Metagenome or environmental,2597855795,UNIVERSIDAD DE LEON,2020-02-11,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136232,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q06 - Non_food_contact - Ripening,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q06-05,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:15:00Z,1,AlvarezOrdonezA_xxxx__Q06-05,SRP451052
SRR25399977,WGS,295,9899807456,PRJNA997821,SAMN36691450,Metagenome or environmental,3363218650,UNIVERSIDAD DE LEON,2020-02-11,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21136231,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q06 - Non_food_contact - Processing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q06-01,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:41:00Z,1,AlvarezOrdonezA_xxxx__Q06-01,SRP451052
SRR25399978,WGS,291,9492393497,PRJNA997821,SAMN36691449,Metagenome or environmental,3235884985,UNIVERSIDAD DE LEON,2020-02-06,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136230,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q05 - Non_food_contact - Packing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q05-09,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:40:00Z,1,AlvarezOrdonezA_xxxx__Q05-09,SRP451052
SRR25399979,WGS,297,1545162642,PRJNA997821,SAMN36691471,Metagenome or environmental,515901774,UNIVERSIDAD DE LEON,2020-02-26,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136229,Austria,Europe,Austria: Vienna,food processing environment,Illumina NovaSeq 6000,Industry VB01 - Non_food_contact - Ripening,48.32 N 16.06 E,MASTER_WP4_FFoQSI_2__VB01-5,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:23:00Z,1,MASTER_WP4_FFoQSI_2__VB01-5,SRP451052
SRR25399980,WGS,297,8885018519,PRJNA997821,SAMN36691448,Metagenome or environmental,3117538660,UNIVERSIDAD DE LEON,2020-02-06,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136228,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q05 - Non_food_contact - Ripening,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q05-05,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:34:00Z,1,AlvarezOrdonezA_xxxx__Q05-05,SRP451052
SRR25399981,WGS,296,9520445263,PRJNA997821,SAMN36691447,Metagenome or environmental,3254113176,UNIVERSIDAD DE LEON,2020-02-06,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136227,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q05 - Non_food_contact - Processing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q05-01,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:54:00Z,1,AlvarezOrdonezA_xxxx__Q05-01,SRP451052
SRR25399982,WGS,294,8552781894,PRJNA997821,SAMN36691446,Metagenome or environmental,2909100608,UNIVERSIDAD DE LEON,2020-02-05,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136226,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q04 - Non_food_contact - Packing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q04-09,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:33:00Z,1,AlvarezOrdonezA_xxxx__Q04-09,SRP451052
SRR25399983,WGS,297,9479036855,PRJNA997821,SAMN36691445,Metagenome or environmental,3269720470,UNIVERSIDAD DE LEON,2020-02-05,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136225,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q04 - Non_food_contact - Ripening,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q04-05,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:59:00Z,1,AlvarezOrdonezA_xxxx__Q04-05,SRP451052
SRR25399984,WGS,297,2703712882,PRJNA997821,SAMN36691040,Metagenome or environmental,940808685,UNIVERSIDAD DE LEON,2020-03-09,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136224,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 11 - Food_contact - Processing - cheese vats,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2325,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:36:00Z,1,MASTER_WP4_CSIC_2__P2325,SRP451052
SRR25399985,WGS,295,9759796213,PRJNA997821,SAMN36691444,Metagenome or environmental,3315727580,UNIVERSIDAD DE LEON,2020-02-05,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136223,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q04 - Non_food_contact - Processing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q04-01,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:42:00Z,1,AlvarezOrdonezA_xxxx__Q04-01,SRP451052
SRR25399986,WGS,297,8354964671,PRJNA997821,SAMN36691443,Metagenome or environmental,2905399388,UNIVERSIDAD DE LEON,2020-02-05,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136222,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q03 - Non_food_contact - Packing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q03-09,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:38:00Z,1,AlvarezOrdonezA_xxxx__Q03-09,SRP451052
SRR25399987,WGS,292,8678958670,PRJNA997821,SAMN36691442,Metagenome or environmental,2958606666,UNIVERSIDAD DE LEON,2020-02-05,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136221,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q03 - Non_food_contact - Ripening,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q03-05,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:25:00Z,1,AlvarezOrdonezA_xxxx__Q03-05,SRP451052
SRR25399988,WGS,296,10248015857,PRJNA997821,SAMN36691441,Metagenome or environmental,3472914973,UNIVERSIDAD DE LEON,2020-02-05,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21136220,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q03 - Non_food_contact - Processing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q03-01,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:23:00Z,1,AlvarezOrdonezA_xxxx__Q03-01,SRP451052
SRR25399989,WGS,295,9478461763,PRJNA997821,SAMN36691440,Metagenome or environmental,3237438366,UNIVERSIDAD DE LEON,2019-12-16,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136219,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q02 - Non_food_contact - Packing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q02-09,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:59:00Z,1,AlvarezOrdonezA_xxxx__Q02-09,SRP451052
SRR25399990,WGS,293,14782723525,PRJNA997821,SAMN36691461,Metagenome or environmental,4742263486,UNIVERSIDAD DE LEON,2020-10-08,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136218,Austria,Europe,Austria: Vienna,food processing environment,Illumina NovaSeq 6000,Industry RC17 - Non_food_contact - Packing,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__RC17-11,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:06:00Z,1,MASTER_WP4_FFoQSI_1__RC17-11,SRP451052
SRR25399991,WGS,297,13657836673,PRJNA997821,SAMN36691460,Metagenome or environmental,4477202573,UNIVERSIDAD DE LEON,2020-10-08,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136217,Austria,Europe,Austria: Vienna,food processing environment,Illumina NovaSeq 6000,Industry RC17 - Non_food_contact - Ripening,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__RC17-09,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:46:00Z,1,MASTER_WP4_FFoQSI_1__RC17-09,SRP451052
SRR25399992,WGS,297,9747499424,PRJNA997821,SAMN36691439,Metagenome or environmental,3467811308,UNIVERSIDAD DE LEON,2019-12-16,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136216,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q02 - Non_food_contact - Ripening,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q02-05,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:14:00Z,1,AlvarezOrdonezA_xxxx__Q02-05,SRP451052
SRR25399993,WGS,298,10011093632,PRJNA997821,SAMN36691415,Metagenome or environmental,3247140251,UNIVERSIDAD DE LEON,2020-01-29,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136215,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry A - Non_food_contact - Processing,40.84 N 14.26 E,MASTER_WP4_UNINA_3__A-01,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:32:00Z,1,MASTER_WP4_UNINA_3__A-01,SRP451052
SRR25399994,WGS,300,11323686787,PRJNA997821,SAMN36691037,Metagenome or environmental,4095217030,UNIVERSIDAD DE LEON,2019-12-16,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136214,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 10 - Food_contact - Ripening,43.47 N 5.44 W,MASTER_WP4_CSIC_1__P217_73321,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:38:00Z,1,MASTER_WP4_CSIC_1__P217_73321,SRP451052
SRR25399995,WGS,297,10168357270,PRJNA997821,SAMN36691435,Metagenome or environmental,3486871286,UNIVERSIDAD DE LEON,2019-12-16,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136213,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q01 - Non_food_contact - Processing,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q01-01,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:59:00Z,1,AlvarezOrdonezA_xxxx__Q01-01,SRP451052
SRR25399996,WGS,294,4840254707,PRJNA997821,SAMN36691039,Metagenome or environmental,1669566800,UNIVERSIDAD DE LEON,2019-12-16,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136212,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 10 - Food_contact - Packing B,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2642,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:05:00Z,1,MASTER_WP4_CSIC_2__P2642,SRP451052
SRR25399997,WGS,297,9419825527,PRJNA997821,SAMN36691434,Metagenome or environmental,3215548585,UNIVERSIDAD DE LEON,2020-10-08,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21136211,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry P - Non_food_contact - Processing,40.84 N 14.26 E,MASTER_WP4_UNINA_3__P-01,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:59:00Z,1,MASTER_WP4_UNINA_3__P-01,SRP451052
SRR25399998,WGS,298,9754216923,PRJNA997821,SAMN36691240,Metagenome or environmental,3355592543,UNIVERSIDAD DE LEON,2021-02-03,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136210,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry V - Food_contact - Processing - cheese vats,40.84 N 14.26 E,MASTER_WP4_UNINA_3__V-11,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:49:00Z,1,MASTER_WP4_UNINA_3__V-11,SRP451052
SRR25399999,WGS,297,8941934693,PRJNA997821,SAMN36691454,Metagenome or environmental,3069576681,UNIVERSIDAD DE LEON,2020-02-17,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX21136428,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q07 - Non_food_contact - Ripening,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q07-05,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:30:00Z,1,AlvarezOrdonezA_xxxx__Q07-05,SRP451052
SRR25400000,WGS,298,9583832133,PRJNA997821,SAMN36691239,Metagenome or environmental,3274748792,UNIVERSIDAD DE LEON,2021-02-03,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136209,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry V - Food_contact - Packing,40.84 N 14.26 E,MASTER_WP4_UNINA_3__V-10,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:19:00Z,1,MASTER_WP4_UNINA_3__V-10,SRP451052
SRR25400001,WGS,298,7178031426,PRJNA997821,SAMN36691238,Metagenome or environmental,2437420225,UNIVERSIDAD DE LEON,2021-02-03,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21136208,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry V - Food_contact - Ripening,40.84 N 14.26 E,MASTER_WP4_UNINA_3__V-06,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:45:00Z,1,MASTER_WP4_UNINA_3__V-06,SRP451052
SRR25400002,WGS,298,8328905618,PRJNA997821,SAMN36691237,Metagenome or environmental,2828927448,UNIVERSIDAD DE LEON,2021-01-28,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136207,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry U - Food_contact - Processing - Molds and/or molding machines,40.84 N 14.26 E,MASTER_WP4_UNINA_3__U-13,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:29:00Z,1,MASTER_WP4_UNINA_3__U-13,SRP451052
SRR25400003,WGS,298,8108479212,PRJNA997821,SAMN36691236,Metagenome or environmental,2650828464,UNIVERSIDAD DE LEON,2021-01-28,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX21136206,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry U - Food_contact - Processing - Curd shredder and/or draining tables,40.84 N 14.26 E,MASTER_WP4_UNINA_3__U-12,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:18:00Z,1,MASTER_WP4_UNINA_3__U-12,SRP451052
SRR25400004,WGS,297,7384307996,PRJNA997821,SAMN36691235,Metagenome or environmental,2515837645,UNIVERSIDAD DE LEON,2021-01-28,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136205,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry U - Food_contact - Processing - cheese vats,40.84 N 14.26 E,MASTER_WP4_UNINA_3__U-11,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:02:00Z,1,MASTER_WP4_UNINA_3__U-11,SRP451052
SRR25400005,WGS,296,5527905027,PRJNA997821,SAMN36691019,Metagenome or environmental,1947066467,UNIVERSIDAD DE LEON,2020-01-28,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136204,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 6 - Food_contact - Packing,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2302,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:41:00Z,1,MASTER_WP4_CSIC_2__P2302,SRP451052
SRR25400006,WGS,295,9342256670,PRJNA997821,SAMN36691213,Metagenome or environmental,3222794188,UNIVERSIDAD DE LEON,2020-02-17,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX21136203,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q07 - Food_contact - Ripening,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q07-06,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:28:00Z,1,AlvarezOrdonezA_xxxx__Q07-06,SRP451052
SRR25400007,WGS,294,8841968659,PRJNA997821,SAMN36691212,Metagenome or environmental,3091624704,UNIVERSIDAD DE LEON,2020-02-11,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136202,Spain,Europe,Spain: Leon,food processing environment,Illumina NovaSeq 6000,Industry Q06 - Food_contact - Processing - Molds and/or molding machines,42.61 N 5.56 W,AlvarezOrdonezA_xxxx__Q06-13,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:03:00Z,1,AlvarezOrdonezA_xxxx__Q06-13,SRP451052
SRR25400008,WGS,297,8501365134,PRJNA997821,SAMN36691231,Metagenome or environmental,2708797636,UNIVERSIDAD DE LEON,2020-11-05,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX21136201,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry T - Food_contact - Processing - cheese vats,40.84 N 14.26 E,MASTER_WP4_UNINA_3__T-11,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:12:00Z,1,MASTER_WP4_UNINA_3__T-11,SRP451052
SRR25400009,WGS,297,7581531105,PRJNA997821,SAMN36691230,Metagenome or environmental,2541488676,UNIVERSIDAD DE LEON,2020-11-05,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136200,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry T - Food_contact - Ripening,40.84 N 14.26 E,MASTER_WP4_UNINA_3__T-06,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:03:00Z,1,MASTER_WP4_UNINA_3__T-06,SRP451052
SRR25400010,WGS,298,7562623199,PRJNA997821,SAMN36691229,Metagenome or environmental,2407649959,UNIVERSIDAD DE LEON,2020-11-05,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX21136199,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry T - Food_contact - Cold,40.84 N 14.26 E,MASTER_WP4_UNINA_3__T-04,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:02:00Z,1,MASTER_WP4_UNINA_3__T-04,SRP451052
SRR25400011,WGS,298,7914322136,PRJNA997821,SAMN36691228,Metagenome or environmental,2706238205,UNIVERSIDAD DE LEON,2020-10-20,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX21136198,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry S - Food_contact - Processing - Molds and/or molding machines,40.84 N 14.26 E,MASTER_WP4_UNINA_3__S-13,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:14:00Z,1,MASTER_WP4_UNINA_3__S-13,SRP451052
SRR25400012,WGS,297,8030228250,PRJNA997821,SAMN36691227,Metagenome or environmental,2647936621,UNIVERSIDAD DE LEON,2020-10-20,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136197,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry S - Food_contact - Processing - Curd shredder and/or draining tables,40.84 N 14.26 E,MASTER_WP4_UNINA_3__S-12,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:22:00Z,1,MASTER_WP4_UNINA_3__S-12,SRP451052
SRR25400013,WGS,297,9878501723,PRJNA997821,SAMN36691226,Metagenome or environmental,3191855200,UNIVERSIDAD DE LEON,2020-10-20,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136196,Italy,Europe,Italy: Napoli,food processing environment,Illumina NovaSeq 6000,Industry S - Food_contact - Processing - cheese vats,40.84 N 14.26 E,MASTER_WP4_UNINA_3__S-11,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T17:55:00Z,1,MASTER_WP4_UNINA_3__S-11,SRP451052
SRR25400014,WGS,295,15758912331,PRJNA997821,SAMN36691225,Metagenome or environmental,5064399443,UNIVERSIDAD DE LEON,2020-10-08,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX21136195,Austria,Europe,Austria: Vienna,food processing environment,Illumina NovaSeq 6000,Industry RC17 - Food_contact - Packing,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__RC17-12,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T16:18:00Z,1,MASTER_WP4_FFoQSI_1__RC17-12,SRP451052
SRR25400015,WGS,293,5956763023,PRJNA997821,SAMN36691018,Metagenome or environmental,2041474118,UNIVERSIDAD DE LEON,2020-01-28,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136194,Spain,Europe,Spain: Villaviciosa,food processing environment,Illumina NovaSeq 6000,Industry 6 - Food_contact - Ripening,43.47 N 5.44 W,MASTER_WP4_CSIC_2__P2300,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:49:00Z,1,MASTER_WP4_CSIC_2__P2300,SRP451052
SRR25400016,WGS,296,17259201153,PRJNA997821,SAMN36691224,Metagenome or environmental,5571472329,UNIVERSIDAD DE LEON,2020-10-08,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX21136193,Austria,Europe,Austria: Vienna,food processing environment,Illumina NovaSeq 6000,Industry RC17 - Food_contact - Ripening,48.32 N 16.06 E,MASTER_WP4_FFoQSI_1__RC17-10,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2024-04-30T00:00:00Z,2023-07-24T15:53:00Z,1,MASTER_WP4_FFoQSI_1__RC17-10,SRP451052
