Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Category,Center Name,Collection_Date,Consent,dataset_name,DATASTORE filetype,DATASTORE provider,DATASTORE region,dna_extraction_kit,Experiment,fermented/non-fermented,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,library_layout,Library Name,LibraryLayout,LibrarySelection,LibrarySource,max_read_len,mean_read_len,median_read_len,min_read_len,n_of_bases,n_of_reads,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sequencing_platform,SRA Study,subtype,Type
SRR28523100,WGS,298,8239071805,PRJNA1094419,SAMN40695487,Metagenome or environmental,2718114085,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124143,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_86,PAIRED,RANDOM,METAGENOMIC,150,"147,4550326",150,75,8239071805,55058348,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:48:00Z,1,DF_86,Illumina_NovaSeq_6000,SRP499185,fiore_sardo,cheese
SRR28523101,WGS,286,13893913214,PRJNA1094419,SAMN40695675,Metagenome or environmental,4766945802,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124142,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,MO005_73417,PAIRED,RANDOM,METAGENOMIC,151,"143,325651",151,50,13893913214,96939474,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:45:00Z,1,MO005_73417,Illumina_NovaSeq_6000,SRP499185,montasio,cheese
SRR28523102,WGS,295,16225801444,PRJNA1094419,SAMN40695674,Metagenome or environmental,5365167118,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124141,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,MO013_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,6632773",151,50,16225801444,109883796,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:13:00Z,1,MO013_71775,Illumina_NovaSeq_6000,SRP499185,montasio,cheese
SRR28523103,WGS,295,17728055136,PRJNA1094419,SAMN40695673,Metagenome or environmental,5918438272,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124140,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,MO002_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,8009018",151,50,17728055136,119945514,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:53:00Z,1,MO002_71775,Illumina_NovaSeq_6000,SRP499185,montasio,cheese
SRR28523104,WGS,296,14737929557,PRJNA1094419,SAMN40695672,Metagenome or environmental,4860720891,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124139,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,MO011_71775,PAIRED,RANDOM,METAGENOMIC,151,"148,4345704",151,50,14737929557,99289064,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:47:00Z,1,MO011_71775,Illumina_NovaSeq_6000,SRP499185,montasio,cheese
SRR28523105,WGS,239,8638561448,PRJNA1094419,SAMN40695671,Metagenome or environmental,2876032867,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124138,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,MO007_73418,PAIRED,RANDOM,METAGENOMIC,151,"119,7925846",134,50,8638561448,72112656,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:39:00Z,1,MO007_73418,Illumina_NovaSeq_6000,SRP499185,montasio,cheese
SRR28523106,WGS,295,19693342505,PRJNA1094419,SAMN40695670,Metagenome or environmental,6542735188,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124137,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PT014_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,9220043",151,50,19693342505,133133286,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:27:00Z,1,PT014_71775,Illumina_NovaSeq_6000,SRP499185,pecorino_toscano,cheese
SRR28523107,WGS,295,16052651820,PRJNA1094419,SAMN40695669,Metagenome or environmental,5296450415,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124136,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,PT008_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,536103",151,50,16052651820,108804906,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:21:00Z,1,PT008_71775,Illumina_NovaSeq_6000,SRP499185,pecorino_toscano,cheese
SRR28523108,WGS,285,20621182309,PRJNA1094419,SAMN40695668,Metagenome or environmental,6892765008,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124135,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS005_71775,PAIRED,RANDOM,METAGENOMIC,151,"142,7766787",151,50,20621182309,144429626,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:03:00Z,1,AS005_71775,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523109,WGS,287,20543076705,PRJNA1094419,SAMN40695667,Metagenome or environmental,6725708927,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124134,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS212_71775,PAIRED,RANDOM,METAGENOMIC,151,"143,6239938",151,50,20543076705,143033738,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:02:00Z,1,AS212_71775,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523110,WGS,293,16547415940,PRJNA1094419,SAMN40695666,Metagenome or environmental,5478156980,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124133,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS112_71775,PAIRED,RANDOM,METAGENOMIC,151,"146,6003444",151,50,16547415940,112874332,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:04:00Z,1,AS112_71775,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523111,WGS,298,8514023540,PRJNA1094419,SAMN40695486,Metagenome or environmental,2849308980,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124132,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_45,PAIRED,RANDOM,METAGENOMIC,150,"146,8094888",150,75,8514023540,56898492,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:40:00Z,1,DF_45,Illumina_NovaSeq_6000,SRP499185,fiore_sardo,cheese
SRR28523112,WGS,298,8475913156,PRJNA1094419,SAMN40695468,Metagenome or environmental,2789341939,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124131,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_32,PAIRED,RANDOM,METAGENOMIC,150,"148,4988505",150,75,8475913156,56651883,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:52:00Z,1,DF_32,Illumina_NovaSeq_6000,SRP499185,taleggio,cheese
SRR28523113,WGS,273,18330262218,PRJNA1094419,SAMN40695665,Metagenome or environmental,6003558993,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124130,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS006_71775,PAIRED,RANDOM,METAGENOMIC,151,"136,6701372",151,50,18330262218,134120464,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:54:00Z,1,AS006_71775,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523114,WGS,282,17572836264,PRJNA1094419,SAMN40695664,Metagenome or environmental,5842510864,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124129,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS003_73417,PAIRED,RANDOM,METAGENOMIC,151,"141,0646573",151,50,17572836264,124572920,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:22:00Z,1,AS003_73417,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523115,WGS,288,17117767013,PRJNA1094419,SAMN40695663,Metagenome or environmental,5693593558,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124128,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS001_71775,PAIRED,RANDOM,METAGENOMIC,151,"144,4906855",151,50,17117767013,118469692,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:51:00Z,1,AS001_71775,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523116,WGS,265,20752846294,PRJNA1094419,SAMN40695662,Metagenome or environmental,6881188606,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124127,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS202_73417,PAIRED,RANDOM,METAGENOMIC,151,"132,5733666",151,50,20752846294,156538578,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:05:00Z,1,AS202_73417,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523117,WGS,295,13662849529,PRJNA1094419,SAMN40695661,Metagenome or environmental,4545864842,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124126,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS102_71775,PAIRED,RANDOM,METAGENOMIC,151,"147,6243927",151,50,13662849529,92551436,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:48:00Z,1,AS102_71775,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523118,WGS,292,19132687338,PRJNA1094419,SAMN40695660,Metagenome or environmental,6490313264,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124125,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS211_71775,PAIRED,RANDOM,METAGENOMIC,151,"146,0684517",151,50,19132687338,130984392,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:57:00Z,1,AS211_71775,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523119,WGS,292,15505834594,PRJNA1094419,SAMN40695659,Metagenome or environmental,5227715938,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124124,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS111_71775,PAIRED,RANDOM,METAGENOMIC,151,"146,2251921",151,50,15505834594,106040788,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:47:00Z,1,AS111_71775,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523120,WGS,256,20192940580,PRJNA1094419,SAMN40695658,Metagenome or environmental,6635389501,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124123,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS207_73417,PAIRED,RANDOM,METAGENOMIC,151,"128,3772188",151,50,20192940580,157293800,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:22:00Z,1,AS207_73417,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523121,WGS,287,16784007872,PRJNA1094419,SAMN40695657,Metagenome or environmental,5737182569,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124122,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,AS107_71775,PAIRED,RANDOM,METAGENOMIC,151,"143,8368548",151,50,16784007872,116687812,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:50:00Z,1,AS107_71775,Illumina_NovaSeq_6000,SRP499185,asiago,cheese
SRR28523122,WGS,279,17787174212,PRJNA1094419,SAMN40695656,Metagenome or environmental,5893201061,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124121,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,GO005_71775,PAIRED,RANDOM,METAGENOMIC,151,"139,660084",151,50,17787174212,127360472,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:06:00Z,1,GO005_71775,Illumina_NovaSeq_6000,SRP499185,gorgonzola,cheese
SRR28523123,WGS,298,8513045453,PRJNA1094419,SAMN40695485,Metagenome or environmental,2800639883,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124120,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_16,PAIRED,RANDOM,METAGENOMIC,150,"148,0208569",150,75,8513045453,56893001,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:32:00Z,1,DF_16,Illumina_NovaSeq_6000,SRP499185,fiore_sardo,cheese
SRR28523124,WGS,291,16584670006,PRJNA1094419,SAMN40695655,Metagenome or environmental,5487540326,dairy,UNIVERSITY OF TRENTO,missing,public,MASTER_WP4_UNINA_1,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124119,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,GO004_71775,PAIRED,RANDOM,METAGENOMIC,151,"145,9311801",151,50,16584670006,113647200,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T10:04:00Z,1,GO004_71775,Illumina_NovaSeq_6000,SRP499185,gorgonzola,cheese
SRR28523125,WGS,283,6533709884,PRJNA1094419,SAMN40695565,Metagenome or environmental,2205714594,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124118,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_65,PAIRED,RANDOM,METAGENOMIC,150,"149,4494818",150,75,6533709884,43694971,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:26:00Z,1,DS_65,Illumina_NovaSeq_6000,SRP499185,salame_ungherese,salami
SRR28523126,WGS,292,7686643344,PRJNA1094419,SAMN40695564,Metagenome or environmental,2559000863,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124117,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_55,PAIRED,RANDOM,METAGENOMIC,150,"149,4684497",150,75,7686643344,51384596,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:36:00Z,1,DS_55,Illumina_NovaSeq_6000,SRP499185,salame_ungherese,salami
SRR28523127,WGS,285,7689077506,PRJNA1094419,SAMN40695563,Metagenome or environmental,2754907733,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124116,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_20,PAIRED,RANDOM,METAGENOMIC,150,"149,4866971",150,75,7689077506,51419861,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:28:00Z,1,DS_20,Illumina_NovaSeq_6000,SRP499185,salame_ungherese,salami
SRR28523128,WGS,279,6754414525,PRJNA1094419,SAMN40695562,Metagenome or environmental,2251760330,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124115,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_19,PAIRED,RANDOM,METAGENOMIC,150,"149,4679449",150,75,6754414525,45176070,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:33:00Z,1,DS_19,Illumina_NovaSeq_6000,SRP499185,salame_ungherese,salami
SRR28523129,WGS,290,7830570635,PRJNA1094419,SAMN40695561,Metagenome or environmental,2585336496,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124114,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_80,PAIRED,RANDOM,METAGENOMIC,150,"149,5046456",150,75,7830570635,52337269,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:37:00Z,1,DS_80,Illumina_NovaSeq_6000,SRP499185,cacciatore_italiano,salami
SRR28523130,WGS,286,7700918361,PRJNA1094419,SAMN40695560,Metagenome or environmental,2543702012,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124113,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_70,PAIRED,RANDOM,METAGENOMIC,150,"149,5388515",150,75,7700918361,51473215,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:39:00Z,1,DS_70,Illumina_NovaSeq_6000,SRP499185,cacciatore_italiano,salami
SRR28523131,WGS,274,6700822204,PRJNA1094419,SAMN40695559,Metagenome or environmental,2246523074,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124112,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_57,PAIRED,RANDOM,METAGENOMIC,150,"149,468223",150,75,6700822204,44822789,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:26:00Z,1,DS_57,Illumina_NovaSeq_6000,SRP499185,cacciatore_italiano,salami
SRR28523132,WGS,281,7519173596,PRJNA1094419,SAMN40695558,Metagenome or environmental,2490022787,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124111,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_48,PAIRED,RANDOM,METAGENOMIC,150,"149,4530414",150,75,7519173596,50293683,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:30:00Z,1,DS_48,Illumina_NovaSeq_6000,SRP499185,cacciatore_italiano,salami
SRR28523133,WGS,290,7374861562,PRJNA1094419,SAMN40695557,Metagenome or environmental,2416107814,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124110,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_13,PAIRED,RANDOM,METAGENOMIC,150,"149,5204159",150,75,7374861562,49293753,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:27:00Z,1,DS_13,Illumina_NovaSeq_6000,SRP499185,cacciatore_italiano,salami
SRR28523134,WGS,274,7691555187,PRJNA1094419,SAMN40695556,Metagenome or environmental,2556724632,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124109,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_120,PAIRED,RANDOM,METAGENOMIC,150,"149,4767189",150,75,7691555187,51447624,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:28:00Z,1,DS_120,Illumina_NovaSeq_6000,SRP499185,cacciatore_italiano,salami
SRR28523135,WGS,298,8145429761,PRJNA1094419,SAMN40695475,Metagenome or environmental,2697564940,dairy,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124108,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DF_104,PAIRED,RANDOM,METAGENOMIC,150,"147,0459219",150,75,8145429761,54442465,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:56:00Z,1,DF_104,Illumina_NovaSeq_6000,SRP499185,provolone_del_monaco,cheese
SRR28523136,WGS,283,7548594001,PRJNA1094419,SAMN40695555,Metagenome or environmental,2506084347,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124107,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_12,PAIRED,RANDOM,METAGENOMIC,150,"149,4806529",150,75,7548594001,50472430,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:27:00Z,1,DS_12,Illumina_NovaSeq_6000,SRP499185,salame,salami
SRR28523137,WGS,294,10062538516,PRJNA1094419,SAMN40695554,Metagenome or environmental,3251134864,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",QIAGEN_MASTERWP4_kit,SRX24124106,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_111,PAIRED,RANDOM,METAGENOMIC,150,"149,2587205",150,75,10062538516,67333067,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:45:00Z,1,DS_111,Illumina_NovaSeq_6000,SRP499185,salame_piacentino,salami
SRR28523138,WGS,270,6978712694,PRJNA1094419,SAMN40695553,Metagenome or environmental,2345041415,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",QIAGEN_MASTERWP4_kit,SRX24124105,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_93,PAIRED,RANDOM,METAGENOMIC,150,"149,4449893",150,75,6978712694,46690635,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:32:00Z,1,DS_93,Illumina_NovaSeq_6000,SRP499185,salame_felino,salami
SRR28523139,WGS,292,7122524800,PRJNA1094419,SAMN40695552,Metagenome or environmental,2347431577,fermented_meat,UNIVERSITY OF TRENTO,missing,public,DeFilippisF_xxxx,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",QIAGEN_MASTERWP4_kit,SRX24124104,F,Italy,Europe,Italy,environmental,Illumina NovaSeq 6000,food,missing,PAIRED,DS_78,PAIRED,RANDOM,METAGENOMIC,150,"149,5053119",150,75,7122524800,47603090,food metagenome,ILLUMINA,2024-06-02T00:00:00Z,2024-04-02T09:45:00Z,1,DS_78,Illumina_NovaSeq_6000,SRP499185,salame_felino,salami
