genome,cluster,score
MASTER_WP4_TEAGASC_1__TGS10-24__bin.11.fa,315_131,57.85105036164914
MASTER_WP4_UNINA_1__PU010_71775__bin.11.fa,315_132,59.18946039451371
AlvarezOrdonezA_xxxx__Q08-22__bin.11.fa,315_133,48.5277362527981
MAG_91.fa,315_134,24.55667539940298
FalardeauJ_2023__SRR20811283__bin.6.fa,315_135,50.38714102393019
FontanaF_2023__SRR20746958__bin.7.fa,315_136,49.166451325901825
MAG_189.fa,315_137,49.98300793838167
PothakosV_2020__ERS2068299__bin.5.fa,315_138,59.019150070072065
MASTER_WP4_UNINA_2__O-28__bin.3.fa,315_139,71.05240962935608
MAG_21.fa,315_140,46.471225973687986
MASTER_WP4_TEAGASC_1__TGS07-23__bin.9.fa,315_141,51.38345053993518
AlvarezOrdonezA_xxxx__Q02-21__bin.5.fa,315_142,58.264954018825485
CM_UNINA_FFOOD__FFOOD_309__bin.3.fa,315_143,62.79083050755604
LeechJ_2020__ERS3967736__bin.6.fa,315_144,70.11818584623055
MAG_78.fa,315_145,47.68582333147921
MAG_393.fa,315_146,43.20358351044738
DeFilippisF_xxxx__DF_7__bin.7.fa,315_147,44.74326773265818
LeechJ_xxxx__AF68__bin.1.fa,316_1,83.60353816534774
MAG_342.fa,316_2,75.88156418839958
YuY_2022__SRR16950704__bin.11.fa,317_1,87.41492886209814
FontanaF_2023__SRR20746838__bin.11.fa,317_2,91.94893491048929
CM_UNINA_FFOOD__FFOOD_418__bin.8.fa,317_3,101.70694322144467
YouL_2022__SRR13308526__bin.43.fa,317_4,57.038152936175514
FontanaF_2023__SRR20746824__bin.6.fa,317_5,100.42472847429102
DeFilippisF_xxxx__DS_106__bin.5.fa,317_6,75.40061687972698
MASTER_WP4_FFoQSI_1__RC17-F-AR__bin.34.fa,318_1,79.55393482350587
MASTER_WP4_FFoQSI_1__VB-05-BD__bin.54.fa,318_2,77.83962486781633
MASTER_WP4_FFoQSI_1__KM-1D__bin.31.fa,318_3,54.411008169888134
MASTER_WP4_FFoQSI_1__KM-5G__bin.47.fa,318_4,38.06170985263851
MASTER_WP4_FFoQSI_1__KM-4G__bin.29.fa,318_5,42.04173731345295
MASTER_WP4_FFoQSI_3__VB15-29__bin.39.fa,318_6,65.95649453285715
MASTER_WP4_FFoQSI_1__VB-16-M16__bin.2.fa,318_7,95.9952093516075
MASTER_WP4_UNINA_1__FO005_71775__bin.12.fa,318_8,66.02018582866867
MASTER_WP4_FFoQSI_1__VB-12D__bin.12.fa,318_9,51.92384807884064
DeFilippisF_xxxx__DF_37__bin.20.fa,318_10,56.740555893952056
CM_UNINA_FFOOD__FFOOD_339__bin.16.fa,318_11,51.231034313670754
CM_UNINA_FFOOD__FFOOD_340__bin.17.fa,318_12,37.41514220185908
WalshL_xxxx__H3_S87__bin.34.fa,319_0,66.39304606995522
MASTER_WP4_UNINA_1__PB007_73417__bin.10.fa,320_1,79.32751164750901
MASTER_WP4_UNINA_2__M-28__bin.16.fa,320_2,34.016266347186026
MASTER_WP4_CSIC_1__P2230_73323__bin.3.fa,321_1,90.68784925691301
MASTER_WP4_CSIC_1__P2229_73323__bin.11.fa,321_2,64.64968212640738
MASTER_WP4_UNINA_1__FO007_71775__bin.10.fa,321_3,71.43349077581536
CM_UNINA_FFOOD__FFOOD_284__bin.16.fa,321_4,61.75327818070519
WalshAM_2017__ERR1981175__bin.3.fa,322_1,92.2465662089257
MASTER_WP4_CSIC_1__P2236_73323__bin.2.fa,323_1,96.02957730286539
MASTER_WP4_TEAGASC_1__TGS14-28__bin.1.fa,323_2,102.71127372287906
MASTER_WP4_UNINA_1__AS212_71775__bin.12.fa,323_3,96.74949810101462
DeFilippisF_xxxx__DF_5__bin.16.fa,323_4,83.21368916729148
LeechJ_2020__ERS3967688__bin.1.fa,324_1,89.7090351801107
LeechJ_xxxx__AF27__bin.6.fa,324_2,77.19516083270575
LeechJ_xxxx__AF42__bin.2.fa,324_3,83.35114595021005
LeechJ_xxxx__AF93__bin.1.fa,324_4,93.28299942248285
LeechJ_xxxx__AF64__bin.4.fa,324_5,87.43442858967323
MASTER_WP4_UNINA_1__GO011_71775__bin.7.fa,324_6,65.11638027848267
FontanaF_2023__SRR20746855__bin.2.fa,324_7,67.61491130420178
YouL_2022__SRR13308526__bin.22.fa,324_8,79.6945247581863
MAG_169.fa,324_9,95.51308924621058
YangC_2021__SRR13259376__bin.11.fa,324_10,78.93046479176498
MASTER_WP4_UNINA_1__GO202_71775__bin.6.fa,324_11,84.85668389410647
MASTER_WP4_UNINA_1__GO001_73417__bin.3.fa,324_12,76.41494939671387
DeFilippisF_xxxx__DF_30__bin.2.fa,324_13,64.37248320937289
DeFilippisF_xxxx__DF_88__bin.5.fa,324_14,84.03876634921752
MASTER_WP4_UNINA_1__PM002_71775__bin.12.fa,324_15,99.34171755798717
FontanaF_2023__SRR20746838__bin.3.fa,324_16,92.55820622313465
AlvarezOrdonezA_xxxx__Q04-27__bin.11.fa,324_17,76.65329430429072
AlvarezOrdonezA_xxxx__Q04-28__bin.3.fa,324_18,60.616542741082206
AlvarezOrdonezA_xxxx__Q01-23__bin.3.fa,324_19,92.20898575974051
AlvarezOrdonezA_xxxx__Q01-26__bin.2.fa,324_20,69.17928901601265
DeFilippisF_xxxx__DF_59__bin.15.fa,324_21,69.59006129761191
MAG_392.fa,324_22,101.14372708013414
CM_UNINA_FFOOD__FFOOD_392__bin.3.fa,324_23,101.1133222883704
BertuzziAS_2018__ERS2032109__bin.7.fa,324_24,66.62212408506416
BertuzziAS_2018__ERS2032119__bin.1.fa,324_25,81.40675522646302
MAG_86.fa,324_26,84.63070869676335
AlvarezOrdonezA_xxxx__Q08-21__bin.8.fa,324_27,87.82653087847399
SomervilleV_2019__SRS3593113__bin.2.fa,324_28,98.78459337869197
FontanaF_2023__SRR20746925__bin.9.fa,324_29,94.25405960579062
Wy2_bin.circ.1.fa,324_30,102.27229961063875
MASTER_WP4_CSIC_1__P2164_73322__bin.5.fa,324_31,77.23788521424264
MASTER_WP4_CSIC_2__P2608__bin.37.fa,324_32,76.01893423011623
MASTER_WP4_UNINA_1__GR002_73417__bin.12.fa,324_33,79.32342455721773
WalshAM_2020__ERS3466736__bin.1.fa,324_34,69.9410233191249
MASTER_WP4_TEAGASC_1__TGS13-30__bin.4.fa,324_35,63.56099049321664
BertuzziAS_2018__ERS2032097__bin.3.fa,324_36,46.75466983182843
MASTER_WP4_CSIC_2__P2566__bin.17.fa,324_37,77.46801927781519
WalshAM_2020__ERS3466759__bin.3.fa,324_38,69.16633364318382
WalshL_xxxx__I10__bin.2.fa,324_39,72.74818986039234
WalshL_xxxx__Q4__bin.3.fa,324_40,72.98387762367936
AlvarezOrdonezA_xxxx__Q04-23__bin.7.fa,324_41,71.36440422826767
CM_UNINA_FFOOD__FFOOD_343__bin.7.fa,324_42,45.619340549453575
FalardeauJ_2023__SRR20811224__bin.3.fa,324_43,54.41700809020032
MASTER_WP4_CSIC_1__P2138_73322__bin.16.fa,324_44,49.73439939840328
MAG_119.fa,324_45,76.3424245438147
MAG_92.fa,324_46,72.03552937179592
WalshAM_2020__ERS3466761__bin.2.fa,324_47,56.08983712430223
LeechJ_xxxx__AF30__bin.2.fa,324_48,65.04759343135704
MASTER_WP4_UNINA_1__GR211_71775__bin.4.fa,324_49,58.9265514266075
MASTER_WP4_FFoQSI_3__VB01-22__bin.3.fa,324_50,54.89140733795572
MASTER_WP4_FFoQSI_3__VB02-22__bin.2.fa,324_51,63.18156686278518
MAG_154.fa,324_52,49.93318111165393
MAG_173.fa,325_1,72.96125304296952
C-03.Ssa-BR.fa,325_2,93.59327417692072
LeechJ_xxxx__AF64__bin.6.fa,325_3,76.27660899860706
LeechJ_2020__ERS3967689__bin.5.fa,326_1,78.55745917821535
WalshAM_2017__ERS1739834__bin.1.fa,326_2,102.13737373134272
LeechJ_xxxx__AF34__bin.1.fa,326_3,83.44988595668401
CM_UNINA_FFOOD__FFOOD_256__bin.10.fa,326_4,55.137753613518086
FontanaF_2023__SRR20746855__bin.7.fa,326_5,81.4226687179818
MASTER_WP4_UNINA_1__PM012_71775__bin.5.fa,326_6,92.65292686754947
LopezSanchezR_2023__SRR13708565__bin.10.fa,326_7,93.8994165795946
LeechJ_xxxx__AF94__bin.1.fa,326_8,100.23946027278019
LeechJ_xxxx__AF57__bin.11.fa,326_9,87.95629167225944
MASTER_WP4_UNINA_2__S-21__bin.4.fa,326_10,66.92332631115467
YasirM_2020__ERS4361128__bin.2.fa,326_11,74.1924841829185
FontanaF_2023__SRR20746958__bin.6.fa,326_12,61.84401034745276
CM_UNINA_FFOOD__FFOOD_337__bin.4.fa,326_13,54.23290087857964
DeFilippisF_xxxx__DF_104__bin.4.fa,327_1,95.95862458949274
DeFilippisF_xxxx__DF_31__bin.8.fa,327_2,65.26328564609953
EBC_088.26.fa,327_3,89.30303323782928
LeechJ_xxxx__AF86__bin.9.fa,327_4,67.87224416070363
CM_UNINA_FFOOD__FFOOD_226__bin.5.fa,327_5,76.12483687484313
FontanaF_2023__SRR20746839__bin.2.fa,327_6,73.11280581523582
DeFilippisF_xxxx__DF_67__bin.10.fa,327_7,92.70940987877864
WalshL_xxxx__H3_S87__bin.5.fa,328_0,85.93128752319726
MAG_178.fa,329_1,98.57595975428322
Imad_S-8.bin.11.fa,329_2,81.89914112495735
FontanaF_2023__SRR20746939__bin.10.fa,329_3,66.37432654671215
CM_UNINA_FFOOD__FFOOD_368__bin.8.fa,329_4,59.587849447359446
CM_UNINA_FFOOD__FFOOD_369__bin.5.fa,329_5,62.667088270938976
CM_UNINA_FFOOD__FFOOD_283__bin.6.fa,329_6,40.88669535400877
CM_UNINA_FFOOD__FFOOD_254__bin.6.fa,330_1,72.77797695481009
CM_UNINA_FFOOD__FFOOD_286__bin.3.fa,330_2,91.63676394936915
MASTER_WP4_UNINA_1__PM012_71775__bin.16.fa,330_3,81.21366998024885
FontanaF_2023__SRR20746869__bin.6.fa,330_4,91.72937131273683
CM_UNINA_FFOOD__FFOOD_270__bin.3.fa,330_5,96.10167963692122
MASTER_WP4_UNINA_1__FO011_71775__bin.19.fa,330_6,75.09882954647169
DeFilippisF_xxxx__DF_75__bin.11.fa,330_7,74.21072887182054
MASTER_WP4_UNINA_1__CS001_71775__bin.14.fa,330_8,63.86177875826777
WalshAM_2017__ERR1981167__bin.1.fa,330_9,95.5324214187109
LopezSanchezR_2023__SRR13708566__bin.11.fa,330_10,93.14927714799985
MagliuloR_2024__SRR28235352__bin.11.fa,330_11,44.59401034745276
MASTER_WP4_UNINA_1__PM012_71775__bin.11.fa,331_1,93.07191738206885
MASTER_WP4_UNINA_1__PM003_71775__bin.3.fa,331_2,67.09726515869784
DeFilippisF_xxxx__DF_115__bin.29.fa,331_3,66.54464947857579
DeFilippisF_xxxx__DF_100__bin.12.fa,332_1,70.43335490504501
MASTER_WP4_UNINA_1__TA011_71775__bin.29.fa,333_0,83.61334632910798
MAG_177.fa,334_0,99.06676313652692
MASTER_WP4_CSIC_1__P2146_73322__bin.6.fa,335_1,76.61767540723922
AlvarezOrdonezA_xxxx__Q02-28__bin.20.fa,335_2,61.75094910918646
AlvarezOrdonezA_xxxx__Q07-21__bin.3.fa,335_3,64.52574982971299
MASTER_WP4_UNINA_1__GO003_71775__bin.2.fa,336_1,96.27001983311543
MASTER_WP4_UNINA_1__SA009_71775__bin.15.fa,336_2,65.17422874289484
FalardeauJ_2023__SRR20811179__bin.4.fa,337_1,75.04187735778844
FalardeauJ_2023__SRR20811176__bin.1.fa,337_2,45.913144380480276
MASTER_WP4_UNINA_1__TA012_71775__bin.15.fa,337_3,72.66572393393297
We2_bin.full.62.fa,338_0,96.03799676712072
DeFilippisF_xxxx__DF_5__bin.15.fa,339_1,96.25500409729878
DecadtH_2024__ERR11718197__bin.11.fa,339_2,86.72559819948498
DeFilippisF_xxxx__DF_39__bin.12.fa,339_3,91.55588575299504
MortensenS_xxxx__WK063-2-L-48h-05A1_S53__bin.2.fa,340_1,98.33763734598902
MASTER_WP4_TEAGASC_1__TGS13-30__bin.2.fa,341_0,82.91763212410429
LeechJ_2020__ERS3967715__bin.12.fa,342_1,86.38394194453875
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.7.fa,343_1,72.03435113249792
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.8.fa,343_2,49.989532255589914
MortensenS_xxxx__WK020-1-L-08h-02E5_S101__bin.6.fa,343_3,82.26672472759938
LandisEA_2021__SRS5653152__bin.2.fa,344_1,95.32012403187605
LandisEA_2021__SRS5653399__bin.3.fa,344_2,92.44875236258378
LandisEA_2021__SRS5653168__bin.6.fa,344_3,91.01291480991705
MortensenS_xxxx__WK057-1-L-48h-04G2_S27__bin.3.fa,345_1,90.80338969173361
MortensenS_xxxx__WK015-1-L-08h-02C3_S81__bin.6.fa,345_2,57.165705985721026
MortensenS_xxxx__WK030-2-G-48h-04A6_S106__bin.3.fa,345_3,58.43933086455239
MortensenS_xxxx__WK027-2-G-48h-04A3_S103__bin.5.fa,345_4,96.00452911976046
GCF_008694105.1_ASM869410v1_genomic.fa,345_5,96.22863926242245
LeechJ_xxxx__AF84__bin.8.fa,345_6,90.83881957186527
CM_UNINA_FFOOD__FFOOD_311__bin.3.fa,345_7,82.04930864625973
FontanaF_2023__SRR20746934__bin.6.fa,345_8,89.7804188643167
MASTER_WP4_FFoQSI_2__VB03-28__bin.2.fa,345_9,94.5229728873292
DeFilippisF_xxxx__DF_33__bin.11.fa,345_10,96.25747798506725
CM_UNINA_FFOOD__FFOOD_381__bin.13.fa,345_11,73.00146354800863
CM_UNINA_FFOOD__FFOOD_334__bin.8.fa,345_12,95.87850711558902
MASTER_WP4_UNINA_2__M-27__bin.14.fa,345_13,77.80230119902548
CM_UNINA_FFOOD__FFOOD_342__bin.6.fa,345_14,83.38238530726095
CM_UNINA_FFOOD__FFOOD_322__bin.7.fa,345_15,67.01707975662222
DeFilippisF_xxxx__DF_96__bin.5.fa,345_16,79.56370870633481
CM_UNINA_FFOOD__FFOOD_314__bin.7.fa,345_17,72.0801388601697
CM_UNINA_FFOOD__FFOOD_387__bin.6.fa,345_18,85.64474669414379
MASTER_WP4_UNINA_1__AS001_71775__bin.3.fa,345_19,73.11151177082422
MASTER_WP4_UNINA_1__PU010_71775__bin.23.fa,345_20,66.65261828535718
FontanaF_2023__SRR20746834__bin.5.fa,345_21,69.42006787593522
MASTER_WP4_UNINA_1__GR002_73417__bin.11.fa,345_22,72.27426312252797
CM_UNINA_FFOOD__FFOOD_414__bin.8.fa,345_23,47.113446105533264
CM_UNINA_FFOOD__FFOOD_415__bin.2.fa,345_24,62.63859794897498
FontanaF_2023__SRR20746968__bin.10.fa,345_25,52.19693805542641
GCF_000469325.1_ASM46932v1_genomic.fa,346_0,95.81213917537981
MAG_24.fa,347_0,42.609167789454254
MAG_520.fa,348_0,45.73461146084471
GCF_003946445.1_ASM394644v1_genomic.fa,349_1,94.09365564309925
MASTER_WP4_TEAGASC_1__TGS10-28__bin.13.fa,350_1,89.72154475725132
DeFilippisF_xxxx__DF_121__bin.15.fa,350_2,57.58382628065105
MASTER_WP4_UNINA_1__PB007_73417__bin.2.fa,350_3,55.28415717821536
MASTER_WP4_UNINA_1__PR207_71775__bin.15.fa,350_4,83.8057152781885
MASTER_WP4_UNINA_1__FI010_71775__bin.29.fa,350_5,77.35807525195918
MASTER_WP4_FFoQSI_3__VB12-27__bin.3.fa,350_6,68.25028910760051
YuY_2022__SRR16950696__bin.3.fa,350_7,89.27956304957328
MAG_505.fa,350_8,87.91883975534783
LandisEA_2021__SRS5653132__bin.3.fa,350_9,93.15968508939979
LandisEA_2021__SRS5652926__bin.3.fa,350_10,93.14536225285691
MAG_134.fa,350_11,50.894476849637925
MASTER_WP4_CSIC_2__P2584__bin.24.fa,350_12,81.67402005146849
DeFilippisF_xxxx__DF_101__bin.14.fa,350_13,81.0026406980047
FontanaF_2023__SRR20746965__bin.2.fa,350_14,81.55459752110983
MASTER_WP4_CSIC_2__P2628__bin.17.fa,350_15,93.87577604037551
MAG_158.fa,350_16,76.1175146411012
MASTER_WP4_CSIC_2__P2567__bin.7.fa,350_17,83.4101674213342
MASTER_WP4_TEAGASC_1__TGS08-29__bin.61.fa,350_18,89.15253175443671
DeFilippisF_xxxx__DF_30__bin.1.fa,350_19,81.20936403691978
DeFilippisF_xxxx__DF_7__bin.27.fa,350_20,78.37757989131158
AlvarezOrdonezA_xxxx__Q07-27__bin.8.fa,350_21,94.40202956826865
DeFilippisF_xxxx__DF_28__bin.2.fa,350_22,82.47805063747558
MASTER_WP4_UNINA_1__AS211_71775__bin.12.fa,350_23,94.09113662984899
MASTER_WP4_UNINA_1__PM012_71775__bin.20.fa,350_24,87.82286476263981
CM_UNINA_FFOOD__FFOOD_340__bin.11.fa,350_25,63.84577154263129
FontanaF_2023__SRR20746929__bin.4.fa,350_26,65.1790206321817
LandisEA_2021__SRS5653333__bin.1.fa,350_27,93.647866006558
DeFilippisF_xxxx__DF_37__bin.2.fa,350_28,75.39076675496172
AlvarezOrdonezA_xxxx__Q03-28__bin.7.fa,350_29,57.148705199071244
MASTER_WP4_UNINA_1__FO005_71775__bin.26.fa,350_30,63.441784294933065
FontanaF_2023__SRR20746959__bin.5.fa,350_31,73.21859307704294
DeFilippisF_xxxx__DF_102__bin.7.fa,350_32,52.538721617151005
DeFilippisF_xxxx__DS_69__bin.8.fa,350_33,81.87212308447538
CM_UNINA_FFOOD__FFOOD_325__bin.9.fa,350_34,48.43884759296276
GCF_003946385.1_ASM394638v1_genomic.fa,351_0,96.64646180417324
GCF_005405165.1_ASM540516v1_genomic.fa,352_0,91.42198156316735
YuY_2022__SRR16950700__bin.20.fa,353_1,69.24571557183057
YuY_2022__SRR16950702__bin.15.fa,353_2,69.66966094323199
LandisEA_2021__SRS5653283__bin.1.fa,353_3,66.92366519446449
MAG_597.fa,354_1,18.011380601632663
MAG_612.fa,354_2,63.0569996432692
MAG_11.fa,355_1,12.650915028460261
MAG_9.fa,355_2,4.292848606681296
AlvarezOrdonezA_xxxx__R02-18__bin.2.fa,355_3,77.74152337823394
AlvarezOrdonezA_xxxx__R04-18__bin.6.fa,355_4,85.7020926423195
AlvarezOrdonezA_xxxx__C03-18__bin.6.fa,355_5,82.46282709238874
We2_bin.full.40.fa,355_6,101.85703257047938
GCF_001703515.1_ASM170351v1_genomic.fa,355_7,102.64936771053675
DeFilippisF_xxxx__DS_91__bin.2.fa,355_8,78.89976000542886
AlvarezOrdonezA_xxxx__C06-18__bin.5.fa,355_9,78.09419381830686
MASTER_WP4_UNINA_1__GO013_71775__bin.2.fa,355_10,69.47005824509851
AlvarezOrdonezA_xxxx__C08-18__bin.7.fa,355_11,72.67903998928148
FontanaF_2023__SRR20746954__bin.4.fa,355_12,64.32597541312961
AlvarezOrdonezA_xxxx__F01-18__bin.6.fa,355_13,56.29859186472405
DeFilippisF_xxxx__DS_51__bin.11.fa,355_14,47.950257680055714
MortensenS_xxxx__WK015-2-L-48h-02C6_S84__bin.6.fa,356_1,99.50375624399321
MortensenS_xxxx__WK015-2-L-08h-02C5_S83__bin.10.fa,356_2,57.68687560675316
MortensenS_xxxx__WK015-1-L-08h-02C3_S81__bin.2.fa,356_3,51.51932735152859
MortensenS_xxxx__WK025-2-L-48h-02H7_S8__bin.7.fa,356_4,97.75256925672267
MortensenS_xxxx__WK062-2-L-48h-04I6_S49__bin.5.fa,356_5,97.88905196270287
MortensenS_xxxx__WK031-2-L-48h-03B4_S32__bin.2.fa,356_6,96.53248101005168
MortensenS_xxxx__WK059-1-L-08h-04G9_S34__bin.2.fa,356_7,91.31632632230955
MortensenS_xxxx__WK032-1-L-48h-03B6_S34__bin.7.fa,356_8,64.83864355680203
VerceM_2019__ERS1807708__bin.4.fa,357_1,83.69643442822176
MortensenS_xxxx__WK055-2-G-48h-05G7_S113__bin.1.fa,357_2,100.14701012853759
LeechJ_2020__ERS3967701__bin.3.fa,357_3,98.70080747335831
GCF_004102045.2_ASM410204v2_genomic.fa,357_4,100.52062807076439
MortensenS_xxxx__WK046-2-L-08h-03H9_S91__bin.6.fa,358_1,100.72710822968659
MortensenS_xxxx__WK068-2-G-48h-05I3_S127__bin.3.fa,358_2,79.3255256935369
LeechJ_2020__ERS3967724__bin.3.fa,358_3,98.81227237511874
GCF_020510245.1_ASM2051024v1_genomic.fa,358_4,100.80594031080722
LeechJ_2020__ERS3967723__bin.8.fa,359_0,95.22432344950556
MASTER_WP4_FFoQSI_2__VB01-25__bin.3.fa,360_1,64.15362095839018
MASTER_WP4_FFoQSI_2__VB01-26__bin.1.fa,360_2,60.662325936710104
BertuzziAS_2018__ERS2032098__bin.1.fa,360_3,58.166815787512384
MAG_379.fa,360_4,67.32225007411246
MAG_390.fa,360_5,71.2628891064143
WalshAM_2020__ERS3466760__bin.6.fa,360_6,66.2137001771742
MortensenS_xxxx__WK032-1-L-08h-03B5_S33__bin.4.fa,360_7,86.67050697023691
MASTER_WP4_CSIC_2__P2607__bin.15.fa,360_8,72.43783808010768
MASTER_WP4_CSIC_2__P2611__bin.11.fa,360_9,45.6953789809466
FontanaF_2023__SRR20746844__bin.1.fa,360_10,82.34286864507332
MASTER_WP4_UNINA_1__PM005_71775__bin.7.fa,360_11,48.20760032636542
MortensenS_xxxx__WK030-2-L-48h-03A9_S28__bin.1.fa,360_12,101.8304611915324
MortensenS_xxxx__WK030-2-G-48h-04A6_S106__bin.2.fa,360_13,76.72111803509542
DeFilippisF_xxxx__DF_26__bin.6.fa,360_14,96.90831211578828
DeFilippisF_xxxx__DF_35__bin.2.fa,360_15,86.82711528861144
MASTER_WP4_CSIC_1__P2249_73323__bin.28.fa,360_16,74.92384395582009
CM_UNINA_FFOOD__FFOOD_427__bin.3.fa,360_17,64.21577261391715
MASTER_WP4_CSIC_2__P2584__bin.28.fa,360_18,91.09820959691422
MASTER_WP4_CSIC_2__P2590__bin.4.fa,360_19,61.88509237462546
LandisEA_2021__SRS5653132__bin.4.fa,360_20,100.23948261195632
MASTER_WP4_CSIC_1__P2248_73323__bin.5.fa,360_21,92.50659948426936
MortensenS_xxxx__WK037-2-L-48h-03E1_S56__bin.3.fa,360_22,97.6257439606325
MortensenS_xxxx__WK031-1-L-48h-03B2_S30__bin.3.fa,360_23,92.2345259907283
MortensenS_xxxx__WK031-1-L-08h-03B1_S29__bin.4.fa,360_24,82.68477302932541
MortensenS_xxxx__WK041-1-L-48h-03F6_S70__bin.3.fa,360_25,101.8100752791619
FontanaF_2023__SRR20746939__bin.9.fa,360_26,70.73022082247488
LeechJ_xxxx__AF84__bin.27.fa,360_27,72.8465719318804
MortensenS_xxxx__WK020-2-L-48h-02E8_S104__bin.8.fa,360_28,86.76976533349188
MortensenS_xxxx__WK001T-2-L-04h-05E3_S91__bin.3.fa,360_29,99.12170089170002
MortensenS_xxxx__WK020-2-L-08h-02E7_S103__bin.3.fa,360_30,88.8951882111908
MortensenS_xxxx__WK036-1-L-08h-03D3_S49__bin.1.fa,360_31,84.23741006447835
MortensenS_xxxx__WK019-2-L-48h-02E4_S100__bin.4.fa,360_32,78.24021688025206
MortensenS_xxxx__WK029-1-L-48h-03A3_S22__bin.7.fa,360_33,101.93830856409201
MortensenS_xxxx__WK048-2-L-48h-03I9_S100__bin.10.fa,360_34,63.849195569468954
MortensenS_xxxx__WK064-2-G-48h-05H7_S122__bin.5.fa,360_35,68.42262346671873
MortensenS_xxxx__WK003-1-L-08h-01F9_S33__bin.4.fa,360_36,62.48991195185908
MortensenS_xxxx__WK018T-2-L-02h-05E1_S89__bin.1.fa,360_37,75.08837323646259
MortensenS_xxxx__WK064-1-L-48h-05A3_S55__bin.8.fa,360_38,62.80321743741687
MortensenS_xxxx__WK050-2-L-48h-04D1_S128__bin.5.fa,360_39,67.24753439124723
MortensenS_xxxx__WK018T-1-L-02h-05D9_S88__bin.3.fa,360_40,57.81091119760863
MortensenS_xxxx__WK010-1-L-08h-02A1_S61__bin.3.fa,360_41,48.47617851312373
MortensenS_xxxx__WK020-2-G-48h-01E5_S20__bin.5.fa,360_42,73.11518679409912
DeFilippisF_xxxx__DF_45__bin.6.fa,360_43,87.54652759972967
DeFilippisF_xxxx__DS_97__bin.9.fa,360_44,74.67352648509447
CM_UNINA_FFOOD__FFOOD_333__bin.4.fa,360_45,88.64895493311317
MASTER_WP4_UNINA_1__SP009_71775__bin.26.fa,360_46,92.68929730925883
CM_UNINA_FFOOD__FFOOD_357__bin.4.fa,360_47,91.91392165529328
MASTER_WP4_UNINA_2__I-30__bin.16.fa,360_48,80.72147411105806
MASTER_WP4_UNINA_2__I-28__bin.9.fa,360_49,70.42131939663003
MASTER_WP4_UNINA_2__I-25.1__bin.10.fa,360_50,80.78504318215477
FontanaF_2023__SRR20746951__bin.4.fa,360_51,102.09176167817871
CM_UNINA_FFOOD__FFOOD_411__bin.6.fa,360_52,97.83327673898064
MASTER_WP4_TEAGASC_1__TGS10-27__bin.8.fa,360_53,89.18062607135853
MASTER_WP4_CSIC_2__P2600__bin.12.fa,360_54,80.99899153094785
FalardeauJ_2023__SRR20811276__bin.8.fa,360_55,84.53608444802983
FalardeauJ_2023__SRR20811279__bin.7.fa,360_56,80.55337989174755
MASTER_WP4_CSIC_2__P2635__bin.10.fa,360_57,98.43499713945383
MASTER_WP4_CSIC_2__P2625__bin.20.fa,360_58,64.17442485302125
MASTER_WP4_UNINA_1__PM001_71775__bin.2.fa,360_59,74.59428878061524
CM_UNINA_FFOOD__FFOOD_388__bin.7.fa,360_60,91.57839755946874
FontanaF_2023__SRR20746929__bin.8.fa,360_61,96.09344333162647
FontanaF_2023__SRR20746866__bin.9.fa,360_62,99.73422188723025
CM_UNINA_FFOOD__FFOOD_311__bin.6.fa,360_63,85.8242087733457
CM_UNINA_FFOOD__FFOOD_297__bin.4.fa,360_64,91.61308194440292
FontanaF_2023__SRR20746833__bin.1.fa,360_65,101.97248314768095
MASTER_WP4_UNINA_1__PA012_73417__bin.5.fa,360_66,73.63085330391685
FontanaF_2023__SRR20746827__bin.1.fa,360_67,84.18426381105431
CM_UNINA_FFOOD__FFOOD_382__bin.11.fa,360_68,88.6700665215191
MAG_353.fa,360_69,101.87601092218586
MASTER_WP4_CSIC_1__P2243_73323__bin.11.fa,360_70,82.29000656568468
MASTER_WP4_UNINA_1__PM012_71775__bin.12.fa,360_71,86.54080165676693
DeFilippisF_xxxx__DF_101__bin.8.fa,360_72,77.39865129096484
MASTER_WP4_UNINA_1__PV005_71775__bin.10.fa,360_73,79.6047922721794
CM_UNINA_FFOOD__FFOOD_226__bin.2.fa,360_74,84.1069332249177
CM_UNINA_FFOOD__FFOOD_332__bin.3.fa,360_75,82.3910451196479
FontanaF_2023__SRR20746915__bin.3.fa,360_76,101.26436379036093
FontanaF_2023__SRR20746947__bin.2.fa,360_77,83.73818307748877
FontanaF_2023__SRR20746962__bin.3.fa,360_78,94.39089279517466
MASTER_WP4_TEAGASC_1__TGS10-30__bin.5.fa,360_79,86.11115085590053
PatroJN_2016__SRS1044739__bin.7.fa,360_80,98.1740848004352
FalardeauJ_2023__SRR20811272__bin.11.fa,360_81,102.00586513654594
MASTER_WP4_UNINA_1__FO007_71775__bin.8.fa,360_82,50.88214649656133
FontanaF_2023__SRR20746832__bin.12.fa,360_83,79.85968763221999
DeFilippisF_xxxx__DF_61__bin.7.fa,360_84,79.1740372211438
DeFilippisF_xxxx__DF_113__bin.9.fa,360_85,65.37796748039234
AlvarezOrdonezA_xxxx__Q06-28__bin.8.fa,360_86,67.32259668286052
AlvarezOrdonezA_xxxx__Q02-30__bin.17.fa,360_87,97.5773246553026
