genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
WalshAM_2020__ERS3466733__bin.4.fa,324_1,0.050000000000000044,average,fastANI,324
WalshAM_2020__ERS3466736__bin.1.fa,324_1,0.050000000000000044,average,fastANI,324
WalshAM_2020__ERS3466746__bin.9.fa,324_1,0.050000000000000044,average,fastANI,324
WalshAM_2020__ERS3466759__bin.3.fa,324_1,0.050000000000000044,average,fastANI,324
WalshAM_2020__ERS3466760__bin.1.fa,324_1,0.050000000000000044,average,fastANI,324
WalshAM_2020__ERS3466761__bin.2.fa,324_1,0.050000000000000044,average,fastANI,324
WalshAM_2020__ERS3466767__bin.1.fa,324_1,0.050000000000000044,average,fastANI,324
WalshAM_2020__ERS3466775__bin.2.fa,324_1,0.050000000000000044,average,fastANI,324
WalshAM_2020__ERS3466776__bin.18.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__H10__bin.5.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__H11__bin.1.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__H12__bin.3.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__I10__bin.2.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__I12__bin.2.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__I2__bin.4.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__I3__bin.3.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__I4__bin.1.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__L6__bin.1.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__L7__bin.5.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__L8__bin.1.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__L9__bin.5.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__O10__bin.9.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__O11__bin.2.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__O12__bin.3.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__P10__bin.2.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__P11__bin.9.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__P12__bin.6.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__P1__bin.3.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__Q1__bin.6.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__Q2__bin.3.fa,324_1,0.050000000000000044,average,fastANI,324
WalshL_xxxx__Q4__bin.3.fa,324_1,0.050000000000000044,average,fastANI,324
We2_bin.circ.10.fa,324_1,0.050000000000000044,average,fastANI,324
WolfeBE_2014__581_Moses_Sleeper__bin.2.fa,324_1,0.050000000000000044,average,fastANI,324
WolfeBE_2014__623_Maggies_Round__bin.6.fa,324_1,0.050000000000000044,average,fastANI,324
Wy2_bin.circ.1.fa,324_1,0.050000000000000044,average,fastANI,324
YangC_2021__SRR13259375__bin.22.fa,324_1,0.050000000000000044,average,fastANI,324
YangC_2021__SRR13259376__bin.11.fa,324_1,0.050000000000000044,average,fastANI,324
YangC_2021__SRR13259377__bin.12.fa,324_1,0.050000000000000044,average,fastANI,324
YasirM_2020__ERS4361129__bin.1.fa,324_1,0.050000000000000044,average,fastANI,324
YouL_2022__SRR13308520__bin.11.fa,324_1,0.050000000000000044,average,fastANI,324
YouL_2022__SRR13308524__bin.27.fa,324_1,0.050000000000000044,average,fastANI,324
YouL_2022__SRR13308526__bin.22.fa,324_1,0.050000000000000044,average,fastANI,324
YouL_2022__SRR13308528__bin.19.fa,324_1,0.050000000000000044,average,fastANI,324
YouL_2022__SRR13308531__bin.11.fa,324_1,0.050000000000000044,average,fastANI,324
YouL_2022__SRR13308540__bin.23.fa,324_1,0.050000000000000044,average,fastANI,324
YouL_2022__SRR13308541__bin.13.fa,324_1,0.050000000000000044,average,fastANI,324
YouL_2022__SRR13308542__bin.6.fa,324_1,0.050000000000000044,average,fastANI,324
C-03.Ssa-BR.fa,325_1,0.050000000000000044,average,fastANI,325
LeechJ_xxxx__AF64__bin.6.fa,325_1,0.050000000000000044,average,fastANI,325
MAG_173.fa,325_1,0.050000000000000044,average,fastANI,325
MAG_373.fa,325_1,0.050000000000000044,average,fastANI,325
CM_UNINA_FFOOD__FFOOD_223__bin.2.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_249__bin.1.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_256__bin.10.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_282__bin.21.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_328__bin.6.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_337__bin.4.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_338__bin.19.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_339__bin.8.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_340__bin.7.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_353__bin.7.fa,326_1,0.050000000000000044,average,fastANI,326
DeFilippisF_xxxx__DF_104__bin.7.fa,326_1,0.050000000000000044,average,fastANI,326
DeFilippisF_xxxx__DF_117__bin.5.fa,326_1,0.050000000000000044,average,fastANI,326
DeFilippisF_xxxx__DF_39__bin.10.fa,326_1,0.050000000000000044,average,fastANI,326
DeFilippisF_xxxx__DF_54__bin.10.fa,326_1,0.050000000000000044,average,fastANI,326
DeFilippisF_xxxx__DF_6__bin.5.fa,326_1,0.050000000000000044,average,fastANI,326
DeFilippisF_xxxx__DF_92__bin.22.fa,326_1,0.050000000000000044,average,fastANI,326
FontanaF_2023__SRR20746855__bin.7.fa,326_1,0.050000000000000044,average,fastANI,326
FontanaF_2023__SRR20746958__bin.6.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_2020__ERS3967688__bin.3.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_2020__ERS3967689__bin.5.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF14__bin.3.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF29__bin.9.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF34__bin.1.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF42__bin.3.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF54__bin.10.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF57__bin.11.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF65__bin.6.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF78__bin.7.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF92__bin.3.fa,326_1,0.050000000000000044,average,fastANI,326
LeechJ_xxxx__AF94__bin.1.fa,326_1,0.050000000000000044,average,fastANI,326
LopezSanchezR_2023__SRR13708565__bin.10.fa,326_1,0.050000000000000044,average,fastANI,326
LopezSanchezR_2023__SRR13708566__bin.1.fa,326_1,0.050000000000000044,average,fastANI,326
LopezSanchezR_2023__SRR13708567__bin.1.fa,326_1,0.050000000000000044,average,fastANI,326
MASTER_WP4_UNINA_1__CS001_71775__bin.12.fa,326_1,0.050000000000000044,average,fastANI,326
MASTER_WP4_UNINA_1__PM001_71775__bin.11.fa,326_1,0.050000000000000044,average,fastANI,326
MASTER_WP4_UNINA_1__PM002_71775__bin.4.fa,326_1,0.050000000000000044,average,fastANI,326
MASTER_WP4_UNINA_1__PM012_71775__bin.5.fa,326_1,0.050000000000000044,average,fastANI,326
MASTER_WP4_UNINA_2__S-21__bin.4.fa,326_1,0.050000000000000044,average,fastANI,326
MagliuloR_2024__SRR28235380__bin.11.fa,326_1,0.050000000000000044,average,fastANI,326
WalshAM_2017__ERR1981172__bin.2.fa,326_1,0.050000000000000044,average,fastANI,326
WalshAM_2017__ERS1739831__bin.3.fa,326_1,0.050000000000000044,average,fastANI,326
WalshAM_2017__ERS1739832__bin.2.fa,326_1,0.050000000000000044,average,fastANI,326
WalshAM_2017__ERS1739833__bin.1.fa,326_1,0.050000000000000044,average,fastANI,326
WalshAM_2017__ERS1739834__bin.1.fa,326_1,0.050000000000000044,average,fastANI,326
WalshAM_2017__ERS1739836__bin.3.fa,326_1,0.050000000000000044,average,fastANI,326
WalshAM_2017__ERS1739838__bin.3.fa,326_1,0.050000000000000044,average,fastANI,326
WalshAM_2017__ERS1739839__bin.1.fa,326_1,0.050000000000000044,average,fastANI,326
WalshAM_2017__ERS1739840__bin.6.fa,326_1,0.050000000000000044,average,fastANI,326
YasirM_2020__ERS4361128__bin.2.fa,326_1,0.050000000000000044,average,fastANI,326
CM_UNINA_FFOOD__FFOOD_226__bin.5.fa,327_1,0.050000000000000044,average,fastANI,327
CM_UNINA_FFOOD__FFOOD_270__bin.1.fa,327_1,0.050000000000000044,average,fastANI,327
CM_UNINA_FFOOD__FFOOD_282__bin.18.fa,327_1,0.050000000000000044,average,fastANI,327
CM_UNINA_FFOOD__FFOOD_283__bin.10.fa,327_1,0.050000000000000044,average,fastANI,327
CM_UNINA_FFOOD__FFOOD_285__bin.5.fa,327_1,0.050000000000000044,average,fastANI,327
CM_UNINA_FFOOD__FFOOD_286__bin.6.fa,327_1,0.050000000000000044,average,fastANI,327
DeFilippisF_xxxx__DF_104__bin.4.fa,327_1,0.050000000000000044,average,fastANI,327
DeFilippisF_xxxx__DF_31__bin.8.fa,327_1,0.050000000000000044,average,fastANI,327
DeFilippisF_xxxx__DF_41__bin.17.fa,327_1,0.050000000000000044,average,fastANI,327
DeFilippisF_xxxx__DF_67__bin.10.fa,327_1,0.050000000000000044,average,fastANI,327
DeFilippisF_xxxx__DF_88__bin.6.fa,327_1,0.050000000000000044,average,fastANI,327
EBC_088.26.fa,327_1,0.050000000000000044,average,fastANI,327
FontanaF_2023__SRR20746839__bin.2.fa,327_1,0.050000000000000044,average,fastANI,327
FontanaF_2023__SRR20746843__bin.11.fa,327_1,0.050000000000000044,average,fastANI,327
FontanaF_2023__SRR20746854__bin.4.fa,327_1,0.050000000000000044,average,fastANI,327
FontanaF_2023__SRR20746855__bin.5.fa,327_1,0.050000000000000044,average,fastANI,327
LeechJ_xxxx__AF65__bin.7.fa,327_1,0.050000000000000044,average,fastANI,327
LeechJ_xxxx__AF86__bin.9.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_CSIC_2__P2624__bin.11.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_CSIC_2__P2625__bin.21.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_CSIC_2__P2626__bin.3.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_CSIC_2__P2627__bin.15.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_CSIC_2__P2628__bin.3.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_CSIC_2__P2629__bin.11.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_CSIC_2__P2630__bin.2.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_CSIC_2__P2631__bin.3.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_CSIC_2__P2640__bin.7.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_UNINA_1__PM002_71775__bin.9.fa,327_1,0.050000000000000044,average,fastANI,327
MASTER_WP4_UNINA_1__PR004_71775__bin.6.fa,327_1,0.050000000000000044,average,fastANI,327
MagliuloR_2024__SRR28235365__bin.9.fa,327_1,0.050000000000000044,average,fastANI,327
WalshL_xxxx__H3_S87__bin.5.fa,328_0,0.050000000000000044,average,fastANI,328
CM_UNINA_FFOOD__FFOOD_283__bin.6.fa,329_1,0.050000000000000044,average,fastANI,329
CM_UNINA_FFOOD__FFOOD_368__bin.8.fa,329_1,0.050000000000000044,average,fastANI,329
CM_UNINA_FFOOD__FFOOD_369__bin.5.fa,329_1,0.050000000000000044,average,fastANI,329
CM_UNINA_FFOOD__FFOOD_410__bin.13.fa,329_1,0.050000000000000044,average,fastANI,329
DeFilippisF_xxxx__DF_101__bin.18.fa,329_1,0.050000000000000044,average,fastANI,329
DeFilippisF_xxxx__DF_102__bin.6.fa,329_1,0.050000000000000044,average,fastANI,329
DeFilippisF_xxxx__DF_115__bin.1.fa,329_1,0.050000000000000044,average,fastANI,329
DeFilippisF_xxxx__DF_121__bin.4.fa,329_1,0.050000000000000044,average,fastANI,329
DeFilippisF_xxxx__DF_45__bin.12.fa,329_1,0.050000000000000044,average,fastANI,329
DeFilippisF_xxxx__DF_67__bin.22.fa,329_1,0.050000000000000044,average,fastANI,329
DeFilippisF_xxxx__DF_77__bin.16.fa,329_1,0.050000000000000044,average,fastANI,329
DeFilippisF_xxxx__DF_79__bin.25.fa,329_1,0.050000000000000044,average,fastANI,329
FontanaF_2023__SRR20746939__bin.10.fa,329_1,0.050000000000000044,average,fastANI,329
Imad_S-8.bin.11.fa,329_1,0.050000000000000044,average,fastANI,329
MAG_178.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_CSIC_2__P2619__bin.48.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_CSIC_2__P2620__bin.16.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_CSIC_2__P2621__bin.18.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_1__PB007_73417__bin.22.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__I-29__bin.6.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__I-30__bin.11.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__O-27__bin.6.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__V-23.1__bin.18.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__V-23__bin.8.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__V-24.1__bin.13.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__V-24__bin.6.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__V-25.1__bin.14.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__V-25__bin.5.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__V-26.1__bin.22.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__V-26__bin.6.fa,329_1,0.050000000000000044,average,fastANI,329
MASTER_WP4_UNINA_2__V-28__bin.10.fa,329_1,0.050000000000000044,average,fastANI,329
YaoG_2017__NM18-2__bin.5.fa,329_1,0.050000000000000044,average,fastANI,329
YouL_2022__SRR13308537__bin.30.fa,329_1,0.050000000000000044,average,fastANI,329
CM_UNINA_FFOOD__FFOOD_254__bin.6.fa,330_1,0.050000000000000044,average,fastANI,330
CM_UNINA_FFOOD__FFOOD_270__bin.3.fa,330_1,0.050000000000000044,average,fastANI,330
CM_UNINA_FFOOD__FFOOD_282__bin.19.fa,330_1,0.050000000000000044,average,fastANI,330
CM_UNINA_FFOOD__FFOOD_283__bin.16.fa,330_1,0.050000000000000044,average,fastANI,330
CM_UNINA_FFOOD__FFOOD_285__bin.15.fa,330_1,0.050000000000000044,average,fastANI,330
CM_UNINA_FFOOD__FFOOD_286__bin.3.fa,330_1,0.050000000000000044,average,fastANI,330
DeFilippisF_xxxx__DF_75__bin.11.fa,330_1,0.050000000000000044,average,fastANI,330
FontanaF_2023__SRR20746838__bin.10.fa,330_1,0.050000000000000044,average,fastANI,330
FontanaF_2023__SRR20746869__bin.6.fa,330_1,0.050000000000000044,average,fastANI,330
LopezSanchezR_2023__SRR13708565__bin.2.fa,330_1,0.050000000000000044,average,fastANI,330
LopezSanchezR_2023__SRR13708566__bin.11.fa,330_1,0.050000000000000044,average,fastANI,330
LopezSanchezR_2023__SRR13708567__bin.10.fa,330_1,0.050000000000000044,average,fastANI,330
MASTER_WP4_UNINA_1__CS001_71775__bin.14.fa,330_1,0.050000000000000044,average,fastANI,330
MASTER_WP4_UNINA_1__FO011_71775__bin.19.fa,330_1,0.050000000000000044,average,fastANI,330
MASTER_WP4_UNINA_1__PM001_71775__bin.14.fa,330_1,0.050000000000000044,average,fastANI,330
MASTER_WP4_UNINA_1__PM002_71775__bin.5.fa,330_1,0.050000000000000044,average,fastANI,330
MASTER_WP4_UNINA_1__PM005_71775__bin.11.fa,330_1,0.050000000000000044,average,fastANI,330
MASTER_WP4_UNINA_1__PM007_71775__bin.12.fa,330_1,0.050000000000000044,average,fastANI,330
MASTER_WP4_UNINA_1__PM012_71775__bin.16.fa,330_1,0.050000000000000044,average,fastANI,330
MagliuloR_2024__SRR28235352__bin.11.fa,330_1,0.050000000000000044,average,fastANI,330
MagliuloR_2024__SRR28235365__bin.7.fa,330_1,0.050000000000000044,average,fastANI,330
MagliuloR_2024__SRR28235383__bin.9.fa,330_1,0.050000000000000044,average,fastANI,330
WalshAM_2017__ERR1981167__bin.1.fa,330_1,0.050000000000000044,average,fastANI,330
WalshAM_2017__ERS1739839__bin.3.fa,330_1,0.050000000000000044,average,fastANI,330
MASTER_WP4_UNINA_1__PM005_71775__bin.6.fa,331_1,0.050000000000000044,average,fastANI,331
MASTER_WP4_UNINA_1__PM012_71775__bin.11.fa,331_1,0.050000000000000044,average,fastANI,331
MASTER_WP4_UNINA_1__PM003_71775__bin.3.fa,331_2,0.050000000000000044,average,fastANI,331
DeFilippisF_xxxx__DF_115__bin.29.fa,331_3,0.050000000000000044,average,fastANI,331
DeFilippisF_xxxx__DF_100__bin.12.fa,332_1,0.050000000000000044,average,fastANI,332
ZhaoCC_2020__SRS5803195__bin.46.fa,332_1,0.050000000000000044,average,fastANI,332
MASTER_WP4_UNINA_1__TA011_71775__bin.29.fa,333_0,0.050000000000000044,average,fastANI,333
MAG_177.fa,334_0,0.050000000000000044,average,fastANI,334
AlvarezOrdonezA_xxxx__Q02-28__bin.20.fa,335_1,0.050000000000000044,average,fastANI,335
AlvarezOrdonezA_xxxx__Q02-30__bin.25.fa,335_1,0.050000000000000044,average,fastANI,335
AlvarezOrdonezA_xxxx__Q07-21__bin.3.fa,335_1,0.050000000000000044,average,fastANI,335
MASTER_WP4_CSIC_1__P2142_73322__bin.13.fa,335_1,0.050000000000000044,average,fastANI,335
MASTER_WP4_CSIC_1__P2144_73322__bin.14.fa,335_1,0.050000000000000044,average,fastANI,335
MASTER_WP4_CSIC_1__P2145_73322__bin.12.fa,335_1,0.050000000000000044,average,fastANI,335
MASTER_WP4_CSIC_1__P2146_73322__bin.6.fa,335_1,0.050000000000000044,average,fastANI,335
MASTER_WP4_UNINA_1__GO003_71775__bin.2.fa,336_1,0.050000000000000044,average,fastANI,336
MASTER_WP4_UNINA_1__SA009_71775__bin.15.fa,336_2,0.050000000000000044,average,fastANI,336
FalardeauJ_2023__SRR20811176__bin.1.fa,337_1,0.050000000000000044,average,fastANI,337
FalardeauJ_2023__SRR20811179__bin.4.fa,337_1,0.050000000000000044,average,fastANI,337
MASTER_WP4_UNINA_1__GO004_71775__bin.12.fa,337_1,0.050000000000000044,average,fastANI,337
MASTER_WP4_UNINA_1__TA012_71775__bin.15.fa,337_2,0.050000000000000044,average,fastANI,337
We2_bin.full.62.fa,338_0,0.050000000000000044,average,fastANI,338
DeFilippisF_xxxx__DF_121__bin.5.fa,339_1,0.050000000000000044,average,fastANI,339
DeFilippisF_xxxx__DF_39__bin.12.fa,339_1,0.050000000000000044,average,fastANI,339
DeFilippisF_xxxx__DF_5__bin.15.fa,339_1,0.050000000000000044,average,fastANI,339
DeFilippisF_xxxx__DS_1__bin.16.fa,339_1,0.050000000000000044,average,fastANI,339
DecadtH_2024__ERR11718197__bin.11.fa,339_1,0.050000000000000044,average,fastANI,339
DecadtH_2024__ERR11718198__bin.5.fa,339_1,0.050000000000000044,average,fastANI,339
DecadtH_2024__ERR11718199__bin.2.fa,339_1,0.050000000000000044,average,fastANI,339
DecadtH_2024__ERR11718200__bin.4.fa,339_1,0.050000000000000044,average,fastANI,339
DecadtH_2024__ERR11718201__bin.2.fa,339_1,0.050000000000000044,average,fastANI,339
DecadtH_2024__ERR11718202__bin.3.fa,339_1,0.050000000000000044,average,fastANI,339
DecadtH_2024__ERR11718204__bin.8.fa,339_1,0.050000000000000044,average,fastANI,339
MortensenS_xxxx__WK063-1-L-08h-04I7_S50__bin.2.fa,340_1,0.050000000000000044,average,fastANI,340
MortensenS_xxxx__WK063-1-L-48h-04I8_S51__bin.2.fa,340_1,0.050000000000000044,average,fastANI,340
MortensenS_xxxx__WK063-2-L-08h-04I9_S52__bin.4.fa,340_1,0.050000000000000044,average,fastANI,340
MortensenS_xxxx__WK063-2-L-48h-05A1_S53__bin.2.fa,340_1,0.050000000000000044,average,fastANI,340
MASTER_WP4_TEAGASC_1__TGS13-30__bin.2.fa,341_0,0.050000000000000044,average,fastANI,341
LeechJ_2020__ERS3967715__bin.12.fa,342_1,0.050000000000000044,average,fastANI,342
LeechJ_2020__ERS3967716__bin.5.fa,342_1,0.050000000000000044,average,fastANI,342
MortensenS_xxxx__WK034-1-L-08h-03C4_S41__bin.7.fa,343_1,0.050000000000000044,average,fastANI,343
MortensenS_xxxx__WK034-2-L-08h-03C6_S43__bin.8.fa,343_1,0.050000000000000044,average,fastANI,343
MortensenS_xxxx__WK020-1-L-08h-02E5_S101__bin.6.fa,343_2,0.050000000000000044,average,fastANI,343
GCF_029509535.1_ASM2950953v1_genomic.fa,344_1,0.050000000000000044,average,fastANI,344
LandisEA_2021__SRS5652990__bin.4.fa,344_1,0.050000000000000044,average,fastANI,344
LandisEA_2021__SRS5653137__bin.1.fa,344_1,0.050000000000000044,average,fastANI,344
LandisEA_2021__SRS5653152__bin.2.fa,344_1,0.050000000000000044,average,fastANI,344
LandisEA_2021__SRS5653156__bin.6.fa,344_1,0.050000000000000044,average,fastANI,344
LandisEA_2021__SRS5653248__bin.1.fa,344_1,0.050000000000000044,average,fastANI,344
LandisEA_2021__SRS5653399__bin.3.fa,344_1,0.050000000000000044,average,fastANI,344
MAG_506.fa,344_1,0.050000000000000044,average,fastANI,344
LandisEA_2021__SRS5653168__bin.6.fa,344_2,0.050000000000000044,average,fastANI,344
CM_UNINA_FFOOD__FFOOD_283__bin.9.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_299__bin.1.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_311__bin.3.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_314__bin.7.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_317__bin.9.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_322__bin.7.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_330__bin.6.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_334__bin.8.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_341__bin.8.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_342__bin.6.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_346__bin.2.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_350__bin.3.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_381__bin.13.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_387__bin.6.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_410__bin.15.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_414__bin.8.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_415__bin.2.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_417__bin.5.fa,345_1,0.050000000000000044,average,fastANI,345
CM_UNINA_FFOOD__FFOOD_423__bin.5.fa,345_1,0.050000000000000044,average,fastANI,345
DeFilippisF_xxxx__DF_33__bin.11.fa,345_1,0.050000000000000044,average,fastANI,345
DeFilippisF_xxxx__DF_35__bin.8.fa,345_1,0.050000000000000044,average,fastANI,345
DeFilippisF_xxxx__DF_77__bin.3.fa,345_1,0.050000000000000044,average,fastANI,345
DeFilippisF_xxxx__DF_88__bin.3.fa,345_1,0.050000000000000044,average,fastANI,345
DeFilippisF_xxxx__DF_96__bin.5.fa,345_1,0.050000000000000044,average,fastANI,345
FontanaF_2023__SRR20746823__bin.3.fa,345_1,0.050000000000000044,average,fastANI,345
FontanaF_2023__SRR20746832__bin.10.fa,345_1,0.050000000000000044,average,fastANI,345
FontanaF_2023__SRR20746834__bin.5.fa,345_1,0.050000000000000044,average,fastANI,345
FontanaF_2023__SRR20746934__bin.6.fa,345_1,0.050000000000000044,average,fastANI,345
FontanaF_2023__SRR20746968__bin.10.fa,345_1,0.050000000000000044,average,fastANI,345
GCF_008694105.1_ASM869410v1_genomic.fa,345_1,0.050000000000000044,average,fastANI,345
LeechJ_xxxx__AF84__bin.8.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_FFoQSI_2__VB03-27__bin.6.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_FFoQSI_2__VB03-28__bin.2.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_FFoQSI_2__VB04-27__bin.4.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_1__AS001_71775__bin.3.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_1__GR001_73417__bin.13.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_1__GR002_73417__bin.11.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_1__GR211_71775__bin.9.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_1__PA002_73417__bin.2.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_1__PA012_73417__bin.10.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_1__PR004_71775__bin.8.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_1__PR005_71775__bin.8.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_1__PU010_71775__bin.23.fa,345_1,0.050000000000000044,average,fastANI,345
MASTER_WP4_UNINA_2__M-27__bin.14.fa,345_1,0.050000000000000044,average,fastANI,345
MortensenS_xxxx__WK015-1-L-08h-02C3_S81__bin.6.fa,345_1,0.050000000000000044,average,fastANI,345
MortensenS_xxxx__WK027-1-L-08h-02I3_S13__bin.15.fa,345_1,0.050000000000000044,average,fastANI,345
MortensenS_xxxx__WK027-2-G-48h-04A3_S103__bin.5.fa,345_1,0.050000000000000044,average,fastANI,345
MortensenS_xxxx__WK030-1-L-08h-03A6_S25__bin.2.fa,345_1,0.050000000000000044,average,fastANI,345
